SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HAS_GARAGE,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,url,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_PRICE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,FLOORING_FEATURES,COOLING_FEATURES,UTILITIES,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_PRICE,PRICE_HISTORY13_EVENT_DATE,PRICE_HISTORY13_PRICE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY13_EVENT_TYPE,PRICE_HISTORY14_EVENT_DATE,PRICE_HISTORY14_EVENT_TYPE,PRICE_HISTORY14_PRICE,PRICE_HISTORY15_EVENT_DATE,PRICE_HISTORY15_EVENT_TYPE,PRICE_HISTORY15_PRICE,PRICE_HISTORY16_EVENT_DATE,PRICE_HISTORY16_EVENT_TYPE,PRICE_HISTORY16_PRICE,PRICE_HISTORY17_EVENT_DATE,PRICE_HISTORY17_PRICE
MLS Listing,,Single Family Residential,730 E 102nd St,Los Angeles,CA,90002,709999,3.0,2.0,WATT - Watts,1357.0,5000.0,1944.0,1,523.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/730-E-102nd-St-90002/home/7303389,CRMLS,DW23182895,N,Y,33.9438586,-118.2613862,,1.0,6,4,1,2.0,523.0,696704.0,5020.0,78,Very bikeable,62,Somewhat walkable,56,Good transit,Minimal,Minimal,Major,Minimal,"Places8 groceries, 18 restaurants, 4 parksTransit10/48, 117, 51, 53","Sep 30, 2023",Listed (Active)CRMLS #DW23182895,709999.0,,,,,,,https://www.redfin.com/CA/Los-Angeles/730-E-102nd-St-90002/home/7303389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,2332 Fox Hills Dr #306,Los Angeles,CA,90064,989000,2.0,2.5,Westwood - Century City,1909.0,18206.0,1974.0,1,518.0,700.0,Active,October-3-2023 11:00 AM,October-3-2023 02:00 PM,https://www.redfin.com/CA/Los-Angeles/2332-Fox-Hills-Dr-90064/unit-306/home/6795553,TheMLS,23-314735,N,Y,34.0501427,-118.414021,,,9,4,5,2.5,518.0,991995.0,7693.0,45,Somewhat bikeable,47,Car-dependent,50,Good transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 28 restaurants, 4 parksTransit28, 4, 5, 7, CC 3, R7","Sep 30, 2023",Listed (Active)TheMLS #23-314735,989000.0,,,,,,,https://www.redfin.com/CA/Los-Angeles/2332-Fox-Hills-Dr-90064/unit-306/home/6795553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,16081 Columbus Ln,North Hills,CA,91343,1095000,4.0,3.0,North Hills,2516.0,5114.0,2017.0,1,435.0,134.0,Active,October-7-2023 01:00 PM,October-7-2023 04:00 PM,https://www.redfin.com/CA/North-Hills/16081-Columbus-Ln-91343/home/144588785,TheMLS,23-316629,N,Y,34.2233903,-118.4836819,,,5,7,5,2.5,435.0,1094160.0,7876.0,48,Somewhat bikeable,58,Somewhat walkable,38,Some transit,Moderate,Moderate,Major,Minimal,"Places4 groceries, 28 restaurants, 0 parksTransit152, 166, 167, 169, 234, 236, 236/235, 237, BAK-LAX","Sep 30, 2023",Listed (Active)TheMLS #23-316629,1095000.0,,,,,,,https://www.redfin.com/CA/North-Hills/16081-Columbus-Ln-91343/home/144588785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,128 Ellita Pl,Los Angeles,CA,90042,1195000,4.0,4.0,Highland Park,2150.0,3017.0,1906.0,1,556.0,,Active,October-3-2023 11:00 AM,October-3-2023 02:00 PM,https://www.redfin.com/CA/Los-Angeles/128-Ellita-Pl-90042/home/7077071,TheMLS,23-314931,N,Y,34.1073666,-118.1996063,1.0,,NA,NA,NA,2.5,556.0,1215240.0,8449.0,63,Bikeable,90,Walker's paradise,58,Good transit,Minimal,Moderate,Major,Minimal,"Places5 groceries, 28 restaurants, 1 parkTransit182, 256, 81","Sep 29, 2023",Listed (Active)TheMLS #23-314931,1195000.0,"Jul 17, 2019",Pending (Pending Sale)CRMLS #PF19089183,NA,"Jun 28, 2019",Contingent (Active Under Contract)CRMLS #PF19089183,NA,https://www.redfin.com/CA/Los-Angeles/128-Ellita-Pl-90042/home/7077071,"Jun 24, 2019",Price ChangedCRMLS #PF19089183,799000.0,"Jun 9, 2019",Relisted (Active)CRMLS #PF19089183,NA,"Jun 3, 2019",NA,"May 17, 2019",849000.0,Delisted (Hold Do Not Show)CRMLS #PF19089183,Price ChangedCRMLS #PF19089183,"Apr 25, 2019",Listed (Active)CRMLS #PF19089183,865000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,14200 Polk St #43,Sylmar,CA,91342,549995,2.0,2.0,699 - Not Defined,1009.0,92583.0,1985.0,1,545.0,355.0,Active,,,https://www.redfin.com/CA/Sylmar/14200-Polk-St-91342/unit-43/home/5410107,CRMLS,SR23182837,N,Y,34.3135987,-118.4425883,2.0,2.0,4,6,NA,2.5,545.0,553667.0,4244.0,52,Bikeable,59,Somewhat walkable,45,Some transit,Moderate,Extreme,Major,Minimal,"Places3 groceries, 29 restaurants, 3 parksTransit224, 224/690, 230, 234, 236, 236/235, 294, 690, 761, 92","Sep 30, 2023",Listed (Active)CRMLS #SR23182837,549995.0,"Sep 23, 2023",Relisted (Active)CRMLS #SR23142212,NA,"Sep 14, 2023",Relisted (Active)CRMLS #SR23142212,NA,https://www.redfin.com/CA/Sylmar/14200-Polk-St-91342/unit-43/home/5410107,"Aug 25, 2023",,NA,"Aug 21, 2023",,NA,"Aug 4, 2023",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,9814 Curwood Pl,Beverly Hills,CA,90210,12500000,6.0,9.0,Beverly Hills Post Office,9500.0,33554.0,2121.0,1,1316.0,,Active,October-3-2023 11:00 AM,October-3-2023 02:00 PM,https://www.redfin.com/CA/Beverly-Hills/9814-Curwood-Pl-90210/home/172174806,TheMLS,23-316633,N,Y,34.1071875,-118.42484,3.0,,9,6,5,2.5,1316.0,12499896.0,88383.0,,,1,Car-dependent,0,Minimal transit,Minimal,Major,Major,Minimal,"Places3 groceries, 19 restaurants, 19 parksTransit1, 158, 167, 17, 2, 20, 218, 233, 240, 4, 617, 720, 761, 8","Sep 30, 2023",Listed (Active)TheMLS #23-316633,12500000.0,"May 6, 2022",PendingTheMLS #22-132175,NA,"Apr 22, 2022",Contingent (Backup Offers Accepted)TheMLS #22-132175,NA,https://www.redfin.com/CA/Beverly-Hills/9814-Curwood-Pl-90210/home/172174806,"Mar 29, 2022",Price ChangedTheMLS #22-132175,12868000.0,"Mar 18, 2022",Price ChangedTheMLS #22-132175,13969000.0,"Mar 4, 2022",13970000.0,,,Listed (Active)TheMLS #22-132175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4334 Corinth Ave,Culver City,CA,90230,1695000,3.0,2.0,Culver City,1448.0,5510.0,1946.0,1,1171.0,,Active,,,https://www.redfin.com/CA/Culver-City/4334-Corinth-Ave-90230/home/6729043,TheMLS,23-316621,N,Y,34.0013353,-118.4112786,,,4,3,6,2.5,1171.0,1697941.0,11985.0,85,Very bikeable,78,Very walkable,47,Some transit,Severe,Minimal,Major,Minimal,"Places0 groceries, 21 restaurants, 0 parksTransit33, CC 1, CC 2, CC 5, CC 5C1, CC 5C2, CC 6, CC 6R, CC 7","Sep 30, 2023",Listed (Active)TheMLS #23-316621,1695000.0,"May 16, 2021",PendingSDMLS #210011534,NA,"May 1, 2021",Listed (Active)SDMLS #210011534,1299000.0,https://www.redfin.com/CA/Culver-City/4334-Corinth-Ave-90230/home/6729043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,20724 Chatsworth St,Chatsworth,CA,91311,825000,3.0,2.0,CHT - Chatsworth,1513.0,10195.0,1962.0,1,545.0,,Active,,,https://www.redfin.com/CA/Chatsworth/20724-Chatsworth-St-91311/home/5773701,CRMLS,SR23182674,N,Y,34.2642806,-118.585292,2.0,1.0,6,6,NA,2.25,545.0,821783.0,5833.0,39,Somewhat bikeable,49,Car-dependent,36,Some transit,Minimal,Severe,Major,Minimal,"Places5 groceries, 28 restaurants, 2 parksTransit10, 150, 158, 166, 167, 242/243, 244","Sep 30, 2023",Listed (Active)CRMLS #SR23182674,825000.0,,,,,,,https://www.redfin.com/CA/Chatsworth/20724-Chatsworth-St-91311/home/5773701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2027 Pelham Ave,Los Angeles,CA,90025,2599999,4.0,3.0,Westwood - Century City,1917.0,5403.0,1927.0,1,1356.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/2027-Pelham-Ave-90025/home/6799801,TheMLS,23-316589,N,Y,34.048517,-118.4293871,,,9,4,5,2.0,1356.0,2589050.0,18384.0,73,Very bikeable,70,Very walkable,64,Good transit,Minimal,Minimal,Major,Minimal,"Places1 grocery, 28 restaurants, 0 parksTransit1, 17, 233, 28, 4, 5, 7, 761, 8, CC 3, CC 6, R12, R7","Sep 30, 2023",Listed (Active)TheMLS #23-316589,2599999.0,,,,,,,https://www.redfin.com/CA/Los-Angeles/2027-Pelham-Ave-90025/home/6799801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),650 S Indiana St,Los Angeles,CA,90023,659000,5.0,3.0,699 - Not Defined,2.0,7941.0,1922.0,1,329500.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/650-S-Indiana-St-90023/home/6961833,CRMLS,MB23182698,N,Y,34.0268721,-118.1920974,2.0,1.0,4,3,2,2.0,329500.0,661452.0,4660.0,48,Somewhat bikeable,84,Very walkable,66,Good transit,Minimal,Moderate,Major,Minimal,"Places13 groceries, 38 restaurants, 1 parkTransit106, 18, 30, 605, 62, 66, 665","Sep 30, 2023",Listed (Active)CRMLS #MB23182698,659000.0,"Oct 20, 2022",Pending (Pending Sale)CRMLS #MB22104910,NA,"Oct 20, 2022",Relisted (Active)CRMLS #MB22104910,NA,https://www.redfin.com/CA/Los-Angeles/650-S-Indiana-St-90023/home/6961833,"Oct 20, 2022",Listing RemovedCRMLS #MB22104910,NA,"Sep 6, 2022",Pending (Pending Sale)CRMLS #MB22104910,NA,"Aug 22, 2022",NA,"Jul 6, 2022",NA,Listing RemovedCRMLS #MB22104910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,24169-& 24175 Jensen,West Hills,CA,91304,299000,,,WEH - West Hills,,14004.0,,1,,,Active,,,https://www.redfin.com/CA/Canoga-Park/24175-Jensen-Dr-91304/home/184826391,CRMLS,SR23181915,N,Y,34.224976,-118.6532659,,,7,7,5,5.0,,298553.0,2114.0,4,Somewhat bikeable,8,Car-dependent,0,Minimal transit,Minimal,Severe,Major,Minimal,"Places3 groceries, 16 restaurants, 13 parksTransit10, 150, 152, 162, 164, 165, 169","Sep 30, 2023",Listed (Active)CRMLS #SR23181915,299000.0,"Oct 12, 2020",Listing RemovedCRMLS #SR20077376,NA,"Apr 20, 2020",,NA,https://www.redfin.com/CA/Canoga-Park/24175-Jensen-Dr-91304/home/184826391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,7438 Alpine Way,Tujunga,CA,91042,1179000,3.0,4.0,Tujunga,1598.0,11014.0,1973.0,1,738.0,,Active,,,https://www.redfin.com/CA/Tujunga/7438-Alpine-Way-91042/home/5506397,CRMLS,P1-15252,N,Y,34.2766949,-118.2945261,2.0,2.0,4,4,6,2.5,738.0,1175838.0,8336.0,,,7,Car-dependent,0,Minimal transit,Minimal,Extreme,Major,Minimal,"Places4 groceries, 24 restaurants, 7 parksTransit690, 90, Route 19","Sep 29, 2023",Listed (Active)CRMLS #P1-15252,1179000.0,"Dec 19, 2022",Listing RemovedCRMLS #BB22167282,NA,"Oct 19, 2022",,NA,https://www.redfin.com/CA/Tujunga/7438-Alpine-Way-91042/home/5506397,"Oct 18, 2022",,NA,"Sep 28, 2022",,NA,"Aug 1, 2022",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,28006 S Western Ave #270,San Pedro,CA,90732,459000,1.0,1.0,193 - San Pedro - North,770.0,116054.0,1990.0,1,596.0,343.0,Active,,,https://www.redfin.com/CA/San-Pedro/28006-S-Western-Ave-90732/unit-270/home/7684559,CRMLS,PV23171919,N,Y,33.7659775,-118.3081556,2.0,3.0,7,9,5,2.5,596.0,459082.0,3588.0,48,Somewhat bikeable,63,Somewhat walkable,31,Some transit,Major,Minimal,Moderate,Minimal,"Places6 groceries, 29 restaurants, 3 parksTransit205, 225, 246, 550, Green, Orange","Sep 30, 2023",Listed (Active)CRMLS #PV23171919,459000.0,"May 25, 2019",Pending (Pending Sale)CRMLS #SB19110519,NA,"May 14, 2019",Listed (Active)CRMLS #SB19110519,330000.0,https://www.redfin.com/CA/San-Pedro/28006-S-Western-Ave-90732/unit-270/home/7684559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
