SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HAS_GARAGE,FLOORING_FEATURES,UTILITIES,HEATING_FEATURES,COOLING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,NUM_STORIES,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PARK_DESCRIPTION,DINNING_DESC,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,LAUNDARY_FEATURES,BATH_DESCRIPTION,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE
MLS Listing,,Townhouse,3723 Clayton Rd,Concord,CA,94521,645000,3.0,2.5,MONTEGO VILLAGE,1476,1664.0,1987.0,23,437,450.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Concord/3723-Clayton-Rd-94521/home/1966854,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038395,N,Y,37.9698615,-122.006813,2.0,Laminate,All Public Utilities,Forced Air,Central Air,3,3,5,2.5,437.0,,5011.0,43,Somewhat bikeable,71,Very walkable,31,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 18 restaurants, 4 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 27, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038395",645000.0,"Sep 7, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038395",657000.0,"May 9, 2014","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40656114",NA,"May 3, 2014","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40656114",348888.0,https://www.redfin.com/CA/Concord/3723-Clayton-Rd-94521/home/1966854,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1835 3rd St,Concord,CA,94519,648000,2.0,1.0,Concord,1013,5001.0,1930.0,23,640,,Active,,,https://www.redfin.com/CA/Concord/1835-3rd-St-94519/home/1230399,MetroList,223086875,N,Y,37.9781378,-122.0264517,1.0,Laminate,,MultiZone,Ceiling Fan(s),3,3,2,,640.0,647827.0,4582.0,66,Bikeable,91,Walker's paradise,56,Good transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 19 restaurants, 5 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Jun 18, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41029950",NA,"Jun 9, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41029950",499000.0,,,,,,,https://www.redfin.com/CA/Concord/1835-3rd-St-94519/home/1230399,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2763 Broadmoor Ave,Concord,CA,94520,688000,4.0,2.0,CONCORD,1290,6300.0,1952.0,23,533,,Active,,,https://www.redfin.com/CA/Concord/2763-Broadmoor-Ave-94520/home/1892704,MLSListings,ML81941079,N,Y,37.9866935,-122.0422316,2.0,"Carpet, Laminate, Tile",Public Utilities,Wall Furnace,Ceiling Fan,4,6,2,2.5,533.0,701434.0,4865.0,58,Bikeable,52,Somewhat walkable,28,Some transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 25 restaurants, 3 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 27, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, 99X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 7, 2023",Listed (Active)MLSListings #ML81941079,688000.0,"Aug 8, 2022","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40999678",NA,"Jul 19, 2022","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40999678",679000.0,"Jun 30, 2022","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40999678",725000.0,https://www.redfin.com/CA/Concord/2763-Broadmoor-Ave-94520/home/1892704,1.0,,,,,,,,,,Attached Garage,"Breakfast Bar, Dining Area",,,,,"Shower and Tub, Stall Shower, Updated Bath(s)",,,,,,,,,
MLS Listing,,Single Family Residential,5050 Heather Glen Ln,Concord,CA,94521,1100000,4.0,3.0,CONCORD,2346,9100.0,1993.0,23,469,,Active,,,https://www.redfin.com/CA/Concord/5050-Heather-Glen-Ln-94521/home/705637,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038333,N,Y,37.9599255,-121.969462,2.0,"Laminate, Tile, Carpet",,Forced Air,Central Air,6,5,7,2.5,469.0,1090233.0,7778.0,48,Somewhat bikeable,41,Car-dependent,28,Some transit,Severe,Major,Moderate,Minimal,"Places2 groceries, 26 restaurants, 3 parksTransit10, 15, 310, 315, 612, 615, 93X","Sep 7, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038333",1100000.0,,,,,,,,,,https://www.redfin.com/CA/Concord/5050-Heather-Glen-Ln-94521/home/705637,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1421 Carmelita Ct,Concord,CA,94520,770000,3.0,2.0,,1224,6500.0,1957.0,23,629,,Active,,,https://www.redfin.com/CA/Concord/1421-Carmelita-Ct-94520/home/1621368,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038321,N,Y,37.9688995,-122.0360433,2.0,Laminate,,Forced Air,Central Air,2,2,2,2.5,629.0,784520.0,5513.0,66,Bikeable,74,Very walkable,55,Good transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 33 restaurants, 4 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 7, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038321",770000.0,,,,,,,,,,https://www.redfin.com/CA/Concord/1421-Carmelita-Ct-94520/home/1621368,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,41 Galloway Dr,Concord,CA,94518,229900,2.0,2.0,Concord Mobile Home Park,1100,,1965.0,23,209,,Active,,,https://www.redfin.com/CA/Concord/41-Galloway-Dr-94518/home/187373472,San Francisco MLS,423906653,N,Y,37.9586341,-122.0237428,,"Carpet, Laminate",See Remarks,Central,Central,4,2,3,,209.0,220080.0,1626.0,47,Somewhat bikeable,10,Car-dependent,27,Some transit,Minimal,Moderate,Moderate,Minimal,"Places8 groceries, 17 restaurants, 9 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 619, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 22, 2023",Price ChangedSan Francisco MLS #423906653,229900.0,"Sep 7, 2023",Listed (Active)San Francisco MLS #423906653,235000.0,,,,,,,https://www.redfin.com/CA/Concord/41-Galloway-Dr-94518/home/187373472,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1025 Stimel Dr,Concord,CA,94518,875000,3.0,2.0,COLONY PARK,1528,8050.0,1963.0,24,573,,Active,,,https://www.redfin.com/CA/Concord/1025-Stimel-Dr-94518/home/1771891,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037664,N,Y,37.9431593,-122.0495855,2.0,"Laminate, Linoleum, Tile, Carpet","Cable Connected, Internet Available","Forced Air, Natural Gas, Fireplace Insert, Fireplace(s)","Central Air, Whole House Fan",2,5,3,2.5,573.0,876422.0,6187.0,70,Very bikeable,53,Somewhat walkable,32,Some transit,Moderate,Minor,Moderate,Minimal,"Places8 groceries, 26 restaurants, 1 parkTransit11, 14, 15, 16, 18, 311, 314, 316, 611, 613, 616, 619, 7, 702, 70X, 9, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 6, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037664",875000.0,"Sep 11, 2020","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40918725",NA,"Sep 10, 2020","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40918725",739000.0,,,,https://www.redfin.com/CA/Concord/1025-Stimel-Dr-94518/home/1771891,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3641 Clayton Rd #1,Concord,CA,94521,420000,2.0,1.0,CONCORD,800,,1982.0,24,525,375.0,Active,September-30-2023 01:00 PM,September-30-2023 03:00 PM,https://www.redfin.com/CA/Concord/3641-Clayton-Rd-94521/unit-1/home/1883490,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038164,N,Y,37.9698505,-122.0076879,,Vinyl,"Sewer Connected, All Public Utilities, Individual Electric Meter, Individual Gas Meter",Central,,3,3,5,2.5,525.0,419679.0,3345.0,43,Somewhat bikeable,71,Very walkable,31,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 18 restaurants, 4 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 6, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038164",420000.0,"Jan 11, 2018","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40805830",NA,"Dec 15, 2017","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40805830",324995.0,,,,https://www.redfin.com/CA/Concord/3641-Clayton-Rd-94521/unit-1/home/1883490,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3641 Clayton Rd #48,Concord,CA,94521,470000,3.0,2.0,CLAYTON HILLS,1020,,1982.0,25,461,375.0,Active,,,https://www.redfin.com/CA/Concord/3641-Clayton-Rd-94521/unit-48/home/695858,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038098,N,Y,37.9698505,-122.0076879,2.0,Laminate,,Forced Air,Central Air,3,3,5,2.0,461.0,470150.0,3698.0,43,Somewhat bikeable,71,Very walkable,31,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 18 restaurants, 4 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 5, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038098",470000.0,"Jun 28, 2011","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40529254",NA,"Jun 14, 2011","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40529254",89500.0,,,,https://www.redfin.com/CA/Concord/3641-Clayton-Rd-94521/unit-48/home/695858,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,825 Oak Grove Rd #68,Concord,CA,94518,325000,1.0,1.0,OAK GROVE VILLAS,696,,1970.0,27,467,422.0,Active,,,https://www.redfin.com/CA/Concord/825-Oak-Grove-Rd-94518/unit-68/home/1810424,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037968,N,Y,37.9401902,-122.0268513,,"Vinyl, Carpet, Wood",,Forced Air,,7,2,3,2.5,467.0,326097.0,2720.0,66,Bikeable,70,Very walkable,30,Some transit,Minor,Minor,Moderate,Minimal,"Places2 groceries, 16 restaurants, 1 parkTransit1, 11, 14, 15, 16, 311, 314, 611, 613, 616, 619, 7, 92X, 93X","Sep 3, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037968",325000.0,"May 3, 2002","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #11136578",NA,"Apr 22, 2002","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #11136578",159950.0,,,,https://www.redfin.com/CA/Concord/825-Oak-Grove-Rd-94518/unit-68/home/1810424,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,30 Galloway #30,Concord,CA,94518,129999,2.0,1.0,CONCORD MOBILE HOME PARK,648,,,28,201,,Active,,,https://www.redfin.com/CA/Concord/30-Galloway-Dr-94518/unit-30/home/187329082,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037944,N,Y,37.959617,-122.0246754,,"Vinyl, Carpet",Water/Sewer Meter on Site,"Forced Air, Natural Gas",Evaporative Cooling,4,2,3,2.5,201.0,123569.0,919.0,62,Bikeable,18,Car-dependent,28,Some transit,Minimal,Moderate,Moderate,Minimal,"Places8 groceries, 17 restaurants, 10 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 619, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 2, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037944",129999.0,,,,,,,,,,https://www.redfin.com/CA/Concord/30-Galloway-Dr-94518/unit-30/home/187329082,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4321 Kingswood Dr,Concord,CA,94518,980000,4.0,3.0,CONCORD,1970,12573.0,1974.0,28,497,,Active,,,https://www.redfin.com/CA/Concord/4321-Kingswood-Dr-94518/home/935771,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037904,N,Y,37.9508269,-122.0049119,2.0,"Concrete, Hardwood, Tile",,Central,Central Air,4,2,3,2.5,497.0,977925.0,6929.0,15,Somewhat bikeable,38,Car-dependent,21,Minimal transit,Minimal,Moderate,Moderate,Minimal,"Places2 groceries, 20 restaurants, 5 parksTransit1, 10, 11, 14, 15, 16, 310, 311, 314, 315, 611, 612, 613, 615, 616, 619, 7, 92X, 93X","Sep 2, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037904",980000.0,"Aug 24, 2009",Pending (Pending Without Release)MLSListings #ML80919497,NA,"Jul 26, 2009",Relisted (Active)MLSListings #ML80919497,NA,"Jul 3, 2009",ContingentMLSListings #ML80919497,NA,https://www.redfin.com/CA/Concord/4321-Kingswood-Dr-94518/home/935771,,"Apr 20, 2009",ListedMLSListings #ML80919497,449000.0,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,970 Stimel Dr,Concord,CA,94518,899000,3.0,2.0,COLONY PARK,1528,9750.0,1963.0,29,588,,Active,October-1-2023 12:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/Concord/970-Stimel-Dr-94518/home/1984278,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037798,N,Y,37.938828,-122.0502388,2.0,"Laminate, Carpet",,Central,Central Air,2,5,3,2.5,588.0,968364.0,6356.0,71,Very bikeable,65,Somewhat walkable,39,Some transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 19 restaurants, 1 parkTransit11, 14, 15, 16, 18, 311, 314, 316, 611, 613, 616, 619, 7, 702, 70X, 9, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 29, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41037798",899000.0,"Sep 1, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037798",980000.0,"Nov 11, 2022","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41014016",749000.0,,,,https://www.redfin.com/CA/Concord/970-Stimel-Dr-94518/home/1984278,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1771 Broadway St #113,Concord,CA,94520,235000,0.0,1.0,BROADWAY PLAZA,465,,1983.0,29,505,324.0,Active,,,https://www.redfin.com/CA/Concord/1771-Broadway-St-94520/unit-113/home/972832,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41035297,N,Y,37.9764039,-122.0399867,1.0,"Laminate, Carpet",,Gravity,Central Air,2,6,2,2.5,505.0,235994.0,1986.0,56,Bikeable,93,Walker's paradise,51,Good transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 35 restaurants, 0 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 27, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41035297",235000.0,"Sep 7, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41035297",245000.0,"Sep 7, 2023","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #41035297",NA,"Aug 23, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41035297",NA,https://www.redfin.com/CA/Concord/1771-Broadway-St-94520/unit-113/home/972832,,"Aug 17, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41035297",255000.0,"Jan 25, 2017","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40768129",NA,"Jan 22, 2017","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40768129",180000.0,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,3855 La Vista Ct,Concord,CA,94521,349000,,,Concord,8712,8712.0,,30,40,,Active,,,https://www.redfin.com/CA/Concord/3855-La-Vista-Ct-94521/home/187246440,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037665,N,Y,37.963128,-122.005663,,,"Water/Sewer See Remarks, Cable Available, Electricity Available, Sewer Available, Water Available",,,5,3,5,2.5,40.0,331513.0,2468.0,36,Somewhat bikeable,35,Car-dependent,30,Some transit,Moderate,Moderate,Moderate,Minimal,"Places4 groceries, 19 restaurants, 4 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Aug 31, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037665",349000.0,,,,,,,,,,https://www.redfin.com/CA/Concord/3855-La-Vista-Ct-94521/home/187246440,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,3857 La Vista Ct,Concord,CA,94521,349000,,,Concord,8743,8743.0,,30,40,,Active,,,https://www.redfin.com/CA/Concord/3857-La-Vista-Ct-94521/home/179741436,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037666,N,Y,37.963084,-122.006039,,,"Water/Sewer See Remarks, Cable Available, Electricity Available, Sewer Available, Water Available",,,5,3,5,2.5,40.0,331423.0,2499.0,36,Somewhat bikeable,35,Car-dependent,30,Some transit,Minimal,Moderate,Moderate,Minimal,"Places4 groceries, 19 restaurants, 5 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Aug 31, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037666",349000.0,,,,,,,,,,https://www.redfin.com/CA/Concord/3857-La-Vista-Ct-94521/home/179741436,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5503 Sloan,Concord,CA,94521,750000,4.0,2.0,CONCORD,1926,7200.0,1976.0,32,389,,Active,,,https://www.redfin.com/CA/Concord/5503-Sloan-Ct-94521/home/1526178,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41033949,N,Y,37.9574177,-121.9393338,2.0,,All Public Utilities,Forced Air,Central Air,6,6,7,2.0,389.0,,5303.0,10,Somewhat bikeable,21,Car-dependent,17,Minimal transit,Severe,Major,Moderate,Minimal,"Places5 groceries, 25 restaurants, 3 parksTransit10, 15, 200, 201, 310, 315, 380, 387, 388, 389, 390, 392, 394, 396, 612, 615, 701, 709, 93X","Sep 28, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41033949",750000.0,"Sep 28, 2023","Relisted (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41033949",NA,"Sep 27, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41033949",NA,"Sep 24, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41033949",NA,https://www.redfin.com/CA/Concord/5503-Sloan-Ct-94521/home/1526178,,"Sep 15, 2023","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #41033949",NA,"Aug 11, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41033949",NA,"Jul 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41033949",799000.0,,,,,,,,"Jul 21, 2000","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #11058602",NA,"Jul 1, 2000","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #11058602",350000.0,,,
MLS Listing,,Single Family Residential,2882 Garden Ave,Concord,CA,94520,629000,3.0,1.0,,1200,5720.0,1947.0,32,524,,Active,,,https://www.redfin.com/CA/Concord/2882-Garden-Ave-94520/home/1717434,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41036859,N,Y,37.9907114,-122.0339469,,Laminate,Natural Gas Available,Forced Air,Central Air,2,3,2,2.5,524.0,629747.0,4447.0,58,Bikeable,73,Very walkable,26,Some transit,Minimal,Minimal,Moderate,Minimal,"Places1 grocery, 23 restaurants, 8 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 27, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, 99X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Aug 29, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41036859",629000.0,"Mar 28, 2014","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40646136",NA,"Feb 24, 2014","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #40646136",NA,"Feb 24, 2014","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40646136",NA,https://www.redfin.com/CA/Concord/2882-Garden-Ave-94520/home/1717434,,"Feb 14, 2014","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40646136",325000.0,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1051 Mohr Ln Unit D,Concord,CA,94518,399950,2.0,1.0,DEL RIO CONDOS,854,,1973.0,32,468,500.0,Active,,,https://www.redfin.com/CA/Concord/1051-Mohr-Ln-94518/unit-D/home/551352,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41035864,N,Y,37.9454719,-122.0452788,1.0,"Laminate, Tile",,Forced Air,Central Air,2,2,3,2.5,468.0,394125.0,3328.0,51,Bikeable,40,Car-dependent,32,Some transit,Minor,Minimal,Moderate,Minimal,"Places7 groceries, 31 restaurants, 1 parkTransit11, 14, 15, 16, 18, 311, 314, 316, 611, 613, 616, 619, 7, 9","Sep 8, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41035864",399950.0,"Sep 8, 2023","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #41035864",NA,"Aug 21, 2023","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #41035864",NA,"Aug 21, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41035864",409950.0,https://www.redfin.com/CA/Concord/1051-Mohr-Ln-94518/unit-D/home/551352,,"Aug 12, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41035864",415000.0,"Apr 23, 2008","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40315297",NA,"Apr 17, 2008","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40315297",129900.0,,,,,,,,"Apr 4, 2008","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40315297",139900.0,"Jan 30, 2008","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40315297",159900.0,"Dec 27, 2007","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40315297",172900.0
