SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,BATH_DESCRIPTION,DINNING_DESC,FLOORING_FEATURES,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,url,LAUNDARY_FEATURES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE
MLS Listing,,Townhouse,51 Muirfield Ct,San Jose,CA,95116,595000,3.0,1.5,SAN JOSE,1198.0,642.0,1982.0,2,497.0,450.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/51-Muirfield-Ct-95116/home/889184,MLSListings,ML81943331,N,Y,37.359816,-121.838159,Detached,1.0,"Half on Ground Floor, Shower Over Tub, Tub","Dining Area, Dining Area in Family Room","Laminate, Tile, Vinyl/Linoleum",,"Central Forced Air, Forced Air",Public Utilities,2.0,3,NA,2,2.5,497.0,654859.0,4657.0,67,Bikeable,74,Very walkable,56,Good transit,Minimal,Moderate,Major,Minimal,"Places5 groceries, 21 restaurants, 3 parksTransit22, 23, 25, 64A, 64B, 70, 71, 77, Event Orange, Event-Orange, Express 103, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, OrangeE, Rapid 522, School 270","Sep 27, 2023",Listed (Active)MLSListings #ML81943331,595000.0,https://www.redfin.com/CA/San-Jose/51-Muirfield-Ct-95116/home/889184,"Electricity Hookup (220V), Inside","Common Area Electricity, Fencing, Garbage, Insurance (Common Area), Landscaping/Gardening, Roof",Monthly,Associa,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5978 Shawcroft Dr,San Jose,CA,95123,1299000,3.0,2.0,SAN JOSE,1223.0,6069.0,1971.0,2,1062.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/5978-Shawcroft-Dr-95123/home/1332163,MLSListings,ML81943160,N,Y,37.2386896,-121.8273767,"Attached Garage, Gate/Door Opener, Off-Street Parking, Room for Oversized Vehicle",2.0,Primary (Stall Shower(s)),No Informal Dining Room,"Hardwood, Tile",Central Forced Air,Central Forced Air (Gas),Public Utilities,1.0,6,NA,7,2.5,1062.0,1395583.0,9185.0,65,Bikeable,68,Somewhat walkable,41,Some transit,Moderate,Major,Major,Minimal,"Places4 groceries, 22 restaurants, 2 parksTransit27, 42, 66, 68, 72, 73, 83, BBBLS, Blue (Trsa-StJa), Blue Line, Blue Line (Bayp-Capt), Blue Line Modified, Blue Line Special, Blue-Event, Blue-South Portion, BlueS, BusBridge (7/25-8/13), BusBridge (Capt-Blos), Event Blue, Event-Blue, Express 102, Levi's - Santa Teresa, Rapid 568","Sep 27, 2023",Listed (Active)MLSListings #ML81943160,1299000.0,https://www.redfin.com/CA/San-Jose/5978-Shawcroft-Dr-95123/home/1332163,"Electricity Hookup (220V), In Garage, Washer/Dryer",,,,"Sep 9, 2015",Pending (Pending (Do Not Show))MLSListings #ML81512134,NA,"Sep 4, 2015",ContingentMLSListings #ML81512134,NA,"Aug 27, 2015",Listed (Active)MLSListings #ML81512134,699000.0,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2920 Erica Ct,San Jose,CA,95121,1298000,4.0,2.0,SAN JOSE,1703.0,6000.0,1969.0,2,762.0,,Active,September-30-2023 11:00 AM,September-30-2023 05:00 PM,https://www.redfin.com/CA/San-Jose/2920-Erica-Ct-95121/home/1795838,MLSListings,ML81943319,N,Y,37.3051157,-121.8240778,Attached Garage,1.0,"Shower and Tub, Stall Shower",Dining Area,"Laminate, Tile","Ceiling Fan, Central Forced Air",Forced Air,Public Utilities,1.0,NA,3,6,2.5,762.0,1341620.0,9178.0,53,Bikeable,33,Car-dependent,39,Some transit,Minimal,Minimal,Major,Minimal,"Places6 groceries, 31 restaurants, 4 parksTransit22, 26, 31, 42, 70, 72, 73, 77","Sep 27, 2023",Listed (Active)MLSListings #ML81943319,1298000.0,https://www.redfin.com/CA/San-Jose/2920-Erica-Ct-95121/home/1795838,"In Utility Room, Washer/Dryer",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,339 Tradewinds Dr,San Jose,CA,95123,649999,2.0,2.0,SAN JOSE,1122.0,,1985.0,2,579.0,446.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/339-Tradewinds-Dr-95123/home/908783,MLSListings,ML81943301,N,Y,37.2552262,-121.8298372,"Assigned Spaces, Attached Garage, Off-Street Parking",1.0,,Dining Area,"Laminate, Vinyl/Linoleum",,Central Forced Air (Gas),Public Utilities,2.0,5,NA,5,2.5,579.0,677036.0,5042.0,60,Bikeable,68,Somewhat walkable,44,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 25 restaurants, 2 parksTransit27, 42, 66, 68, 70, 72, 73, BBBLS, Blue (Trsa-StJa), Blue Line, Blue Line (Bayp-Capt), Blue Line Modified, Blue Line Special, Blue-Event, Blue-South Portion, BlueS, BusBridge (7/25-8/13), BusBridge (Capt-Blos), Event Blue, Event-Blue, Express 102, Levi's - Santa Teresa, Rapid 568","Sep 27, 2023",Listed (Active)MLSListings #ML81943301,649999.0,https://www.redfin.com/CA/San-Jose/339-Tradewinds-Dr-95123/home/908783,"Electricity Hookup (220V), Inside","Common Area Electricity, Common Area Gas, Exterior Painting, Garbage, Insurance (Common Area), Insurance (Liability), Insurance (Structure), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Management Fee, Pools, Spa, or Tennis, Roof",Monthly,Tradewinds Terrace HOA,"May 23, 2012",Pending (Pending (Do Not Show))MLSListings #ML81219174,NA,"May 21, 2012",Listed (Active)MLSListings #ML81219174,259950.0,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,924 Ferngrove Dr,Cupertino,CA,95014,2998000,5.0,3.0,CUPERTINO,2064.0,6267.0,1960.0,2,1453.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Cupertino/924-Ferngrove-Dr-95014/home/1183839,MLSListings,ML81942779,N,Y,37.3122702,-122.0083319,"Attached Garage, Gate/Door Opener, Off-Street Parking, On Street, Room for Oversized Vehicle",2.0,"Double Sinks, Full on Ground Floor, Primary (Stall Shower(s)), 2+ Showers Over Tubs, Tile, Tub in Master Bedroom, Updated Bath(s)","Breakfast Bar, Breakfast Room, Dining Area in Living Room, Eat in Kitchen, No Formal Dining Room","Hardwood, Tile, Other (See Remarks)",Window/Wall Unit,"Fireplace, Gas, Radiant, Radiant Floors",Public Utilities,2.0,9,8,9,2.5,1453.0,3001653.0,21198.0,81,Very bikeable,47,Car-dependent,37,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 32 restaurants, 7 parksTransit23, 25, 26, 51, 53, 55, 56, 57, Express 101, Rapid 523","Sep 27, 2023",Listed (Active)MLSListings #ML81942779,2998000.0,https://www.redfin.com/CA/Cupertino/924-Ferngrove-Dr-95014/home/1183839,"Electricity Hookup (110V), Electricity Hookup (220V), Inside, Washer/Dryer",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,1902 Nevets Ln,San Jose,CA,95133,1238000,3.0,3.5,SAN JOSE,1988.0,815.0,2018.0,2,623.0,249.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/San-Jose/1902-Nevets-Ln-95133/home/167218832,MLSListings,ML81943288,N,Y,37.36776,-121.865883,"Common Parking Area, On Street",2.0,"Double Sinks, Shower and Tub, Tile","Breakfast Bar, Dining Area","Carpet, Laminate, Tile, Wood",Central Forced Air,Central Forced Air,Public Utilities,3.0,5,4,6,2.5,623.0,1283272.0,9002.0,70,Very bikeable,44,Car-dependent,56,Good transit,Minimal,Minor,Major,Minimal,"Places6 groceries, 31 restaurants, 3 parksTransit22, 23, 61, 64A, 64B, 70, 77, Event Orange, Event-Orange, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, Rapid 500, Rapid 522, School 270","Sep 27, 2023",Listed (Active)MLSListings #ML81943288,1238000.0,https://www.redfin.com/CA/San-Jose/1902-Nevets-Ln-95133/home/167218832,"Inside, Washer/Dryer","Common Area Electricity, Exterior Painting, Insurance (Common Area), Insurance (Structure), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Reserves, Roof",Monthly,Onyx Home Owner Association,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1631 University Way,San Jose,CA,95126,4995000,5.0,5.0,SAN JOSE,5959.0,20995.0,1951.0,2,838.0,,Active,,,https://www.redfin.com/CA/San-Jose/1631-University-Way-95126/home/187686810,MLSListings,ML81943284,N,Y,37.3337776,-121.930556,"Detached, Electric Gate",3.0,"Double Sinks, Full on Ground Floor, Oversized Tub, Primary - Oversized Tub, Primary (Stall Shower(s)), Shower and Tub, Skylight, 2+ Stall Shower, Tub in Master Bedroom, Updated Bath(s)","Eat in Kitchen, Formal Dining Room","Hardwood, Stone, Tile",Central Forced Air,Central Forced Air,Public Utilities,2.0,5,3,6,2.5,838.0,5002207.0,35318.0,70,Very bikeable,65,Somewhat walkable,45,Some transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 18 restaurants, 4 parksTransit21, 22, 23, 25, 59, 60, 61, 64B, L1, L3, L4, L5, L6, Rapid 522, Rapid 523, SCVMC, SCVMC Shuttle","Sep 27, 2023",Listed (Active)MLSListings #ML81943284,4995000.0,https://www.redfin.com/CA/San-Jose/1631-University-Way-95126/home/187686810,"Dryer, Inside, Tub/Sink, Washer",,,,"Dec 18, 2018",Pending (Pending (Do Not Show))MLSListings #ML81714420,NA,"Dec 6, 2018",ContingentMLSListings #ML81714420,NA,"Oct 2, 2018",Price ChangedMLSListings #ML81714420,4000000.0,"Jul 13, 2018",Listed (Active)MLSListings #ML81714420,4253000.0,,,,,,,,,
MLS Listing,,Single Family Residential,4750 Rahway Dr,San Jose,CA,95111,1098000,3.0,2.0,SAN JOSE,1512.0,8243.0,1975.0,2,726.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/4750-Rahway-Dr-95111/home/1409302,MLSListings,ML81943266,N,Y,37.275399,-121.8092035,"No Garage, Off-Street Parking, On Street, Parking Area, Uncovered Parking",,"Marble, Shower Over Tub, Stall Shower, Tile",Dining Area,"Laminate, Tile","Ceiling Fan, Central Forced Air",Central Forced Air,"Individual Electric Meters, Individual Gas Meters, Public Utilities, Solar Panels - Leased",1.0,NA,3,3,2.5,726.0,1164588.0,7764.0,18,Somewhat bikeable,6,Car-dependent,30,Some transit,Minimal,Minor,Major,Minimal,"Places3 groceries, 19 restaurants, 14 parksTransit27, 42, 66, 68, 70, 72, 73, L1, L2, L3, L4, L5, L6, Rapid 568","Sep 27, 2023",Listed (Active)MLSListings #ML81943266,1098000.0,https://www.redfin.com/CA/San-Jose/4750-Rahway-Dr-95111/home/1409302,"In Utility Room, Washer/Dryer",,,,"Sep 10, 2010",Pending (Pending Without Release)MLSListings #ML81039705,NA,"Sep 2, 2010",Price ChangedMLSListings #ML81039705,335000.0,"Aug 10, 2010",Listed (Active)MLSListings #ML81039705,365000.0,,,,,,,,,,,,
MLS Listing,,Townhouse,5866 Smoky Quartz Loop,San Jose,CA,95123,1149000,3.0,3.5,SAN JOSE,1712.0,1326.0,2015.0,2,671.0,396.0,Active,September-30-2023 12:00 PM,September-30-2023 03:00 PM,https://www.redfin.com/CA/San-Jose/5866-Smoky-Quartz-Loop-95123/home/95957995,MLSListings,ML81943280,N,Y,37.244648,-121.798924,Attached Garage,2.0,,Breakfast Bar,,Central Forced Air,Heating (2+ Zones),Public Utilities,3.0,5,6,5,2.5,671.0,1212080.0,8520.0,65,Bikeable,53,Somewhat walkable,51,Good transit,Moderate,Major,Major,Minimal,"Places5 groceries, 32 restaurants, 5 parksTransit27, 42, 66, 68, Blue (Trsa-StJa), Blue Line, Blue Line (Bayp-Capt), Blue Line Modified, Blue Line Special, Blue-Event, Blue-South Portion, BlueS, Event Blue, Event-Blue, Express 102, L1, L2, L3, L4, L5, L6, Levi's - Santa Teresa, Rapid 568","Sep 27, 2023",Listed (Active)MLSListings #ML81943280,1149000.0,https://www.redfin.com/CA/San-Jose/5866-Smoky-Quartz-Loop-95123/home/95957995,Upper Floor,"Insurance (Common Area), Pools, Spa, or Tennis, Reserves, Other (See Remarks)",,Avenue One,"Jun 14, 2017",ContingentMLSListings #ML81653918,NA,"May 31, 2017",Listed (Active)MLSListings #ML81653918,789888.0,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1455 Hamilton Way,San Jose,CA,95125,1898000,3.0,2.0,SAN JOSE,1797.0,7175.0,1939.0,2,1056.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1455-Hamilton-Way-95125/home/1664391,MLSListings,ML81943279,N,Y,37.2953176,-121.907108,"Detached, Gate/Door Opener, On Street",2.0,,Dining Area,Hardwood,Central Forced Air,Central Forced Air,Public Utilities,1.0,5,6,6,2.5,1056.0,1920678.0,13420.0,65,Bikeable,21,Car-dependent,38,Some transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 21 restaurants, 2 parksTransit25, 26, 56, 64A, 64B, Event Green, Express 103, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS, School 256","Sep 27, 2023",Listed (Active)MLSListings #ML81943279,1898000.0,https://www.redfin.com/CA/San-Jose/1455-Hamilton-Way-95125/home/1664391,"Inside, Washer/Dryer",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,1313 Auzerais Ave,San Jose,CA,95126,998000,3.0,2.5,SAN JOSE,1512.0,797.0,2002.0,2,660.0,373.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1313-Auzerais-Ave-95126/home/1045776,MLSListings,ML81942362,N,Y,37.3214,-121.911907,"Attached Garage, Gate/Door Opener",2.0,,Dining Area,,Central Forced Air,"Central Forced Air, Electric",Public Utilities,,3,3,6,2.5,660.0,1086713.0,7429.0,84,Very bikeable,89,Very walkable,57,Good transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 9 restaurants, 4 parksTransit17, 22, 23, 25, 64A, 64B, 68, ACE, ACETrain, B7, CC, Event Green, Event-Green, Express 103, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-South Portion, GreenS, L1, L2, L3, L4, L5, L6, Levi's - Winchester, Rapid 500, Rapid 522, Rapid 523, Rapid 568, Route 6, SCVMC, SCVMC Shuttle","Sep 27, 2023",Listed (Active)MLSListings #ML81942362,998000.0,https://www.redfin.com/CA/San-Jose/1313-Auzerais-Ave-95126/home/1045776,"Upper Floor, Washer/Dryer","Exterior Painting, Garbage, Insurance (Common Area), Maintenance (Common Area), Roof",,Crescent Park HOA,"Mar 23, 2019",Pending (Pending (Do Not Show))MLSListings #ML81742506,NA,"Mar 13, 2019",Listed (Active)MLSListings #ML81742506,949000.0,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1321 Fruitdale Ave,San Jose,CA,95126,924000,3.0,2.5,SAN JOSE,1291.0,,1980.0,2,716.0,437.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1321-Fruitdale-Ave-95126/home/823410,MLSListings,ML81943270,N,Y,37.311386,-121.911775,Attached Garage,2.0,,Dining Area,,Window/Wall Unit,Baseboard,Public Utilities,2.0,5,6,6,2.5,716.0,925420.0,6970.0,69,Bikeable,75,Very walkable,48,Some transit,Moderate,Minimal,Major,Minimal,"Places3 groceries, 14 restaurants, 5 parksTransit17, 23, 25, 56, 64A, 64B, Event Green, Express 103, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS, Rapid 523, School 256","Sep 27, 2023",Listed (Active)MLSListings #ML81943270,924000.0,https://www.redfin.com/CA/San-Jose/1321-Fruitdale-Ave-95126/home/823410,,"Common Area Electricity, Decks, Fencing, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Roof",Monthly,Fruitdale Condominium Homeowners Assoc.,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,186 Benbow Ave,San Jose,CA,95123,1299000,4.0,2.5,SAN JOSE,2186.0,5164.0,1966.0,2,594.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/186-Benbow-Ave-95123/home/1782634,MLSListings,ML81943265,N,Y,37.2462612,-121.8090608,"Attached Garage, Gate/Door Opener, On Street",2.0,,Formal Dining Room,"Carpet, Hardwood, Tile",Central Forced Air,"Central Forced Air, Fireplace",Public Utilities,2.0,3,6,5,2.5,594.0,1350176.0,9185.0,60,Bikeable,65,Somewhat walkable,48,Some transit,Moderate,Major,Major,Minimal,"Places3 groceries, 31 restaurants, 4 parksTransit27, 42, 66, 68, 72, 73, Blue (Trsa-StJa), Blue Line, Blue Line (Bayp-Capt), Blue Line Modified, Blue Line Special, Blue-Event, Blue-South Portion, BlueS, Event Blue, Event-Blue, Express 102, L1, L2, L3, L4, L5, L6, Levi's - Santa Teresa, Rapid 568","Sep 27, 2023",Listed (Active)MLSListings #ML81943265,1299000.0,https://www.redfin.com/CA/San-Jose/186-Benbow-Ave-95123/home/1782634,"In Garage, Washer/Dryer",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1731 Mossbrook Ave,San Jose,CA,95130,1948000,4.0,2.0,SAN JOSE,1671.0,6734.0,1963.0,2,1166.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/San-Jose/1731-Mossbrook-Ave-95130/home/1752351,MLSListings,ML81943263,N,Y,37.2906057,-121.9833235,"Attached Garage, Carport",1.0,"Outside Access, Primary (Stall Shower(s)), Shower Over Tub, Skylight","Breakfast Bar, Dining Area in Living Room",Tile,,Radiant Floors,Public Utilities,1.0,NA,6,7,2.5,1166.0,1957179.0,13774.0,75,Very bikeable,67,Somewhat walkable,39,Some transit,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 23 restaurants, 2 parksTransit25, 26, 27, 37, 56, 57, Express 101","Sep 27, 2023",Listed (Active)MLSListings #ML81943263,1948000.0,https://www.redfin.com/CA/San-Jose/1731-Mossbrook-Ave-95130/home/1752351,Inside,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,81 Muller Pl,San Jose,CA,95126,1249000,3.0,3.5,SAN JOSE,1588.0,1912.0,2008.0,2,787.0,335.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/81-Muller-Pl-95126/home/23045984,MLSListings,ML81943262,N,Y,37.3247517,-121.9167545,Attached Garage,2.0,,Dining Area in Family Room,,"Ceiling Fan, Central Forced Air",Forced Air,Public Utilities,,5,3,6,2.5,787.0,1248223.0,9166.0,82,Very bikeable,84,Very walkable,50,Good transit,Minimal,Minimal,Major,Minimal,"Places5 groceries, 19 restaurants, 4 parksTransit17, 22, 23, 25, 59, 61, 64A, 64B, 68, ACE, ACETrain, B7, CC, Event Green, Event-Green, Express 103, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-South Portion, GreenS, L1, L2, L3, L4, L5, L6, Levi's - Winchester, Rapid 500, Rapid 522, Rapid 523, Rapid 568, Route 6, SCVMC, SCVMC Shuttle","Sep 27, 2023",Listed (Active)MLSListings #ML81943262,1249000.0,https://www.redfin.com/CA/San-Jose/81-Muller-Pl-95126/home/23045984,"Inside, Washer/Dryer","Exterior Painting, Fencing, Insurance (Common Area), Landscaping/Gardening, Maintenance (Road), Recreation Facility",Monthly,Village Square of San Jose,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1794 Seville Way,San Jose,CA,95131,1488000,3.0,2.0,SAN JOSE,1877.0,6766.0,1971.0,2,793.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/San-Jose/1794-Seville-Way-95131/home/1295496,MLSListings,ML81941333,N,Y,37.3802743,-121.8747394,Attached Garage,2.0,"2+ Showers Over Tubs, Tub in Master Bedroom, 2+ Tubs","Dining Area in Family Room, No Formal Dining Room",Laminate,Central Forced Air,Central Forced Air,"Individual Electric Meters, Individual Gas Meters",1.0,8,7,6,2.5,793.0,,10521.0,65,Bikeable,50,Somewhat walkable,49,Some transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 39 restaurants, 5 parksTransit60, 61, 66, 70, 77, ACE Violet, Event Orange, Event-Orange, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, Rapid 500, School 270","Sep 27, 2023",Listed (Active)MLSListings #ML81941333,1488000.0,https://www.redfin.com/CA/San-Jose/1794-Seville-Way-95131/home/1295496,,,,,"Mar 8, 2018",Pending (Pending (Do Not Show))MLSListings #ML81694502,NA,"Mar 1, 2018",Listed (Active)MLSListings #ML81694502,1158000.0,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,11428 Garden Terrace Dr,Cupertino,CA,95014,1888000,4.0,2.5,CUPERTINO,1852.0,1736.0,1981.0,2,1019.0,460.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Cupertino/11428-Garden-Terrace-Dr-95014/home/1838358,MLSListings,ML81943256,N,Y,37.3021625,-122.0356332,"Attached Garage, Guest/Visitor Parking",2.0,"Double Sinks, Half on Ground Floor, Primary (Stall Shower(s)), Shower and Tub, Tile, Updated Bath(s)",Dining Area,"Carpet, Laminate, Tile",,Central Forced Air,Public Utilities,2.0,9,9,10,2.5,1019.0,1976697.0,13809.0,70,Very bikeable,60,Somewhat walkable,24,Minimal transit,Minimal,Moderate,Moderate,Minimal,"Places3 groceries, 33 restaurants, 5 parksTransit23, 25, 51, 51H, 55, 56, Rapid 523","Sep 27, 2023",Listed (Active)MLSListings #ML81943256,1888000.0,https://www.redfin.com/CA/Cupertino/11428-Garden-Terrace-Dr-95014/home/1838358,Inside,"Exterior Painting, Fencing, Insurance, Insurance (Liability), Landscaping/Gardening, Maintenance (Common Area), Management Fee, Reserves, Roof",Monthly,GTV Homeowners Association,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3137 Jenkins Ave,San Jose,CA,95118,1745000,5.0,2.0,SAN JOSE,1787.0,6107.0,1971.0,2,976.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/3137-Jenkins-Ave-95118/home/1077363,MLSListings,ML81943252,N,Y,37.2731192,-121.8888385,"Attached Garage, Gate/Door Opener",2.0,"Full on Ground Floor, Shower Over Tub",Dining Area,"Carpet, Hardwood, Laminate, Tile",Central Forced Air,Central Forced Air (Gas),Public Utilities,2.0,7,6,6,2.5,976.0,1753111.0,12338.0,70,Very bikeable,72,Very walkable,26,Some transit,Moderate,Minimal,Moderate,Minimal,"Places4 groceries, 20 restaurants, 5 parksTransit26, 37, 64A, 64B, BusBridge (6/9-6/15), BusBridge (7/25-8/13), BusBridge (San Antonio), School 256","Sep 27, 2023",Listed (Active)MLSListings #ML81943252,1745000.0,https://www.redfin.com/CA/San-Jose/3137-Jenkins-Ave-95118/home/1077363,In Garage,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,7175 Glenview Dr,San Jose,CA,95120,4699000,5.0,4.5,ALMADEN VALLEY,5558.0,33193.0,2003.0,2,845.0,130.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/7175-Glenview-Dr-95120/home/1363650,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039984,N,Y,37.2012364,-121.8571118,,3.0,,,Hardwood,Central Air,"Zoned, Central",All Public Utilities,,9,8,8,2.5,845.0,4554803.0,33355.0,6,Somewhat bikeable,9,Car-dependent,12,Minimal transit,Minimal,Major,Moderate,Minimal,"Places5 groceries, 22 restaurants, 15 parksTransit27, 64A, 64B, 66, 83, Express 102","Sep 27, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41039984",4699000.0,https://www.redfin.com/CA/San-Jose/7175-Glenview-Dr-95120/home/1363650,,,,,"Sep 26, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039984",4549000.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,7220 Clarendon St,San Jose,CA,95129,1550000,3.0,2.5,SAN JOSE,1542.0,855.0,1979.0,2,1005.0,420.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/7220-Clarendon-St-95129/home/1581412,MLSListings,ML81943238,N,Y,37.3077276,-122.0309512,Attached Garage,2.0,,"Dining Area, Dining Area in Living Room","Carpet, Laminate",Central Forced Air,Central Forced Air (Gas),Public Utilities,2.0,9,9,10,2.5,1005.0,1696209.0,11379.0,75,Very bikeable,80,Very walkable,39,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 28 restaurants, 1 parkTransit23, 25, 51, 51H, 55, 56, Express 101, Rapid 523","Sep 27, 2023",Listed (Active)MLSListings #ML81943238,1550000.0,https://www.redfin.com/CA/San-Jose/7220-Clarendon-St-95129/home/1581412,Washer/Dryer,"Common Area Electricity, Common Area Gas, Insurance (Common Area), Maintenance (Common Area), Pools, Spa, or Tennis",Monthly,Clarendon West,"Jul 16, 2015",Pending (Pending (Do Not Show))MLSListings #ML81483824,NA,"Jul 8, 2015",Listed (Active)MLSListings #ML81483824,1098000.0,,,,,,,,,,,,,,,
