SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HEATING_FEATURES,FLOORING_FEATURES,UTILITIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,url,HAS_GARAGE,COOLING_FEATURES,BUYER_AGENCY_COMPENSATION,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,NUM_STORIES,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_PRICE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY10_EVENT_TYPE
MLS Listing,,Townhouse,79 Summit Way,San Francisco,CA,94132,1600000,3.0,2.5,San Francisco,2133.0,1422.0,2015.0,1,750.0,332.0,Active,September-30-2023 12:00 PM,September-30-2023 02:00 PM,https://www.redfin.com/CA/San-Francisco/79-Summit-Way-94132/home/109687140,San Francisco MLS,423912329,N,Y,37.7150992,-122.4749637,,,,6,5,10,750.0,1590190.0,11645.0,40,Somewhat bikeable,66,Somewhat walkable,74,Excellent transit,Minimal,Minor,Minor,Minimal,"Places4 groceries, 25 restaurants, 8 parksTransit110, 120, 121, 122, 130, 14R, 18, 28, 29, 54, 57, 58, 714, 91, Blue-N, Blue-S, DCB Shuttle, DCB Shuttle (SamTrans), DCS Shuttle, ECR, Green-N, Green-S, M, Red-N, Red-S, Yellow-N, Yellow-S","Oct 1, 2023",Listed (Active)CRMLS #SW23183068,1600000.0,"Jan 26, 2019",Pending (Pending (Do Not Show))MLSListings #ML81731766,NA,https://www.redfin.com/CA/San-Francisco/79-Summit-Way-94132/home/109687140,2.0,,2.5,"Nov 21, 2018",Listed (Active)MLSListings #ML81731766,1495000.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,738 Fell St,San Francisco,CA,94117,1598000,3.0,2.5,San Francisco,1785.0,6875.0,1890.0,1,895.0,350.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/738-Fell-St-94117/home/1313261,San Francisco MLS,423912937,N,Y,37.7751856,-122.4299981,Central,"Tile, Wood",,5,3,NA,895.0,1597845.0,11649.0,82,Very bikeable,98,Walker's paradise,93,Rider's paradise,Minimal,Minimal,Minor,Minimal,"Places7 groceries, 24 restaurants, 4 parksTransit21, 22, 24, 31, 37, 5, 5R, 6, 7, 800, F, J, KBUS, KT, L-OWL, M, N, N-OWL, NBUS, TBUS","Sep 29, 2023",Listed (Active)San Francisco MLS #423912937,1598000.0,"Oct 4, 2017",PendingSan Francisco MLS #461736,NA,https://www.redfin.com/CA/San-Francisco/738-Fell-St-94117/home/1313261,,,,"Sep 14, 2017",Listed (Active)San Francisco MLS #461736,1295000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,764 Cole St #5,San Francisco,CA,94117,950000,1.0,1.0,San Francisco,,3125.0,1908.0,1,,330.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/764-Cole-St-94117/unit-5/home/40364664,San Francisco MLS,423746825,N,Y,37.7674682,-122.4500443,Gas,"Wood, Tile",Natural Gas Connected,7,8,8,,946203.0,7132.0,81,Very bikeable,98,Walker's paradise,72,Excellent transit,Major,Minor,Minor,Minimal,"Places3 groceries, 35 restaurants, 1 parkTransit21, 33, 37, 43, 5, 5R, 6, 7, N, N-OWL, NBUS","Sep 29, 2023",Listed (Active)San Francisco MLS #423746825,950000.0,"Sep 25, 2017",PendingSan Francisco MLS #462396,NA,https://www.redfin.com/CA/San-Francisco/764-Cole-St-94117/unit-5/home/40364664,,,,"Sep 22, 2017",DelistedSan Francisco MLS #462396,NA,"Sep 8, 2017",Listed (Active)San Francisco MLS #462396,749000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,523 Pierce St,San Francisco,CA,94117,1675000,3.0,1.5,San Francisco,1701.0,2925.0,1924.0,1,985.0,,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/523-Pierce-St-94117/home/187744337,San Francisco MLS,423913060,N,Y,37.774826,-122.4344872,"Central, Gas",Wood,Natural Gas Connected,5,3,7,985.0,1686138.0,11843.0,77,Very bikeable,98,Walker's paradise,86,Excellent transit,Minimal,Minor,Minor,Minimal,"Places5 groceries, 30 restaurants, 3 parksTransit21, 22, 24, 31, 37, 5, 5R, 6, 7, J, KT, N, N-OWL, NBUS","Sep 29, 2023",Listed (Active)San Francisco MLS #423913060,1675000.0,,,,https://www.redfin.com/CA/San-Francisco/523-Pierce-St-94117/home/187744337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,10 Wilder St,San Francisco,CA,94131,975000,2.0,1.0,San Francisco,800.0,1346.0,1914.0,1,1219.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/10-Wilder-St-94131/home/1056365,San Francisco MLS,423907478,N,Y,37.733997,-122.4321156,,"Vinyl, Wood",,5,3,NA,1219.0,1064390.0,6981.0,69,Bikeable,90,Walker's paradise,83,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places6 groceries, 32 restaurants, 5 parksTransit14, 14R, 23, 24, 35, 36, 44, 49, 52, 714, Blue-N, Blue-S, Green-N, Green-S, J, Red-N, Red-S, Yellow-N, Yellow-S","Sep 29, 2023",Listed (Active)San Francisco MLS #423907478,975000.0,"Jul 15, 2007",DelistedSan Francisco MLS #326667,NA,https://www.redfin.com/CA/San-Francisco/10-Wilder-St-94131/home/1056365,,,,"Jul 9, 2007",ContingentSan Francisco MLS #326667,NA,"Jun 22, 2007",ListedSan Francisco MLS #326667,749000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,273 - 275 Sussex St,San Francisco,CA,94131,3395000,4.0,4.0,San Francisco,3304.0,2665.0,1931.0,1,1028.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/273-Sussex-St-94131/home/1159631,San Francisco MLS,423912989,N,Y,37.7363504,-122.4376009,Radiant,Wood,Solar,5,3,NA,1028.0,3411921.0,24005.0,62,Bikeable,76,Very walkable,79,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places6 groceries, 20 restaurants, 13 parksTransit23, 24, 35, 36, 44, 52, 714, Blue-N, Blue-S, Green-N, Green-S, J, Red-N, Red-S, Yellow-N, Yellow-S","Sep 29, 2023",Listed (Active)San Francisco MLS #423912989,3395000.0,"Apr 19, 2020",Delisted (Canceled)San Francisco MLS #496197,NA,https://www.redfin.com/CA/San-Francisco/273-Sussex-St-94131/home/1159631,,,,"Mar 12, 2020",,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,900 Bush St #521,San Francisco,CA,94109,898000,2.0,2.0,San Francisco,1003.0,37816.0,1982.0,1,895.0,1310.0,Active,September-30-2023 01:00 PM,September-30-2023 05:00 PM,https://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-521/home/552770,San Francisco MLS,423900474,N,Y,37.7898591,-122.4125833,,,,5,6,NA,895.0,899757.0,7659.0,62,Bikeable,99,Walker's paradise,100,/100Rider's paradise,Minimal,NA,Minor,Minimal,"Places2 groceries, 29 restaurants, 1 parkTransit1, 2, 27, 30, 31, 38, 38R, 45, 8, 8AX, 8BX, 91, C, PH, PM","Sep 29, 2023",Listed (Active)San Francisco MLS #423900474,898000.0,,,,https://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-521/home/552770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,345 Ewing Ter,San Francisco,CA,94118,2995000,4.0,3.0,SAN FRANCISCO,2606.0,2456.0,1941.0,1,1149.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/345-Ewing-Ter-94118/home/1297212,MLSListings,ML81943522,N,Y,37.7797573,-122.4483621,"Central Forced Air (Gas), Heating (2+ Zones), Radiant","Hardwood, Tile",Public Utilities,9,8,7,1149.0,3000889.0,21177.0,90,Biker's paradise,93,Walker's paradise,73,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places7 groceries, 16 restaurants, 4 parksTransit1, 2, 21, 24, 31, 33, 37, 38, 38R, 43, 5, 5R, 6, 7, N-OWL, NBUS","Sep 29, 2023",Listed (Active)MLSListings #ML81943522,2995000.0,,,,https://www.redfin.com/CA/San-Francisco/345-Ewing-Ter-94118/home/1297212,2.0,,2.5,,,,,,,,,,,,,"Attached Garage, Gate/Door Opener, On Street","Granite, Marble, Primary (Stall Shower(s)), Primary (Tub w/ Jets), Skylight, 2+ Stall Shower, Tile","Breakfast Nook, Dining Area in Living Room, Eat in Kitchen, Other (See Remarks)","In Utility Room, Washer/Dryer",,,,1.0,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1527 Underwood Ave,San Francisco,CA,94124,975000,5.0,3.0,San Francisco,2038.0,2495.0,1937.0,2,478.0,,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/1527-Underwood-Ave-94124/home/1727174,San Francisco MLS,423913186,N,Y,37.7289699,-122.3907761,,,,2,4,4,478.0,983313.0,6894.0,68,Bikeable,87,Very walkable,71,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places6 groceries, 26 restaurants, 4 parksTransit15, 23, 24, 29, 44, 54, 91, KT, TBUS","Sep 28, 2023",Listed (Active)San Francisco MLS #423913186,975000.0,"Aug 1, 2017",PendingSan Francisco MLS #460574,NA,https://www.redfin.com/CA/San-Francisco/1527-Underwood-Ave-94124/home/1727174,,,,"Jul 20, 2017",Listed (Active)San Francisco MLS #460574,699000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4998 Mission St,San Francisco,CA,94112,900000,3.0,1.0,Outer Mission,1375.0,2138.0,1923.0,2,655.0,,Active,,,https://www.redfin.com/CA/San-Francisco/4998-Mission-St-94112/home/1802585,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040515,N,Y,37.7185946,-122.4397088,,,Other Water/Sewer,5,7,7,655.0,905730.0,6364.0,47,Somewhat bikeable,96,Walker's paradise,87,Excellent transit,Major,Moderate,Minimal,Minimal,"Places3 groceries, 30 restaurants, 2 parksTransit14, 14R, 29, 43, 49, 52, 54, 714, 8, 8BX, 91, BCP Shuttle, Blue-N, Blue-S, DCB Shuttle, DCB Shuttle (SamTrans), Green-N, Green-S, J, KBUS, KT, M, Red-N, Red-S, Yellow-N, Yellow-S","Sep 28, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040515",900000.0,,,,https://www.redfin.com/CA/San-Francisco/4998-Mission-St-94112/home/1802585,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,252 Foote Ave,San Francisco,CA,94112,1198000,3.0,2.0,San Francisco,,2199.0,1939.0,2,,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/252-Foote-Ave-94112/home/1736669,San Francisco MLS,423911699,N,Y,37.7149748,-122.4473887,"Central, Natural Gas","Carpet, Wood",,5,5,4,,,8471.0,49,Somewhat bikeable,86,Very walkable,87,Excellent transit,Minimal,Moderate,Minimal,Minimal,"Places3 groceries, 28 restaurants, 3 parksTransit120, 121, 130, 14, 14R, 29, 43, 49, 54, 714, 8, 8BX, 91, BCP Shuttle, Blue-N, Blue-S, DCB Shuttle, DCB Shuttle (SamTrans), ECR, Green-N, Green-S, J, KBUS, KT, M, Red-N, Red-S, Yellow-N, Yellow-S","Sep 28, 2023",Listed (Active)San Francisco MLS #423911699,1198000.0,"Dec 19, 2014",PendingSan Francisco MLS #428049,NA,https://www.redfin.com/CA/San-Francisco/252-Foote-Ave-94112/home/1736669,,None,,"Dec 4, 2014",Listed (Active)San Francisco MLS #428049,749000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1580 Pacific Ave Unit K3,San Francisco,CA,94109,1698000,2.0,2.0,San Francisco,1182.0,17371.0,,2,1437.0,703.0,Active,,,https://www.redfin.com/CA/San-Francisco/1580-Pacific-Ave-94109/unit-K3/home/187742159,San Francisco MLS,423913093,N,Y,37.7954383,-122.4213345,Central,Wood,,9,4,7,1437.0,1671581.0,12709.0,79,Very bikeable,100,/100Walker's paradise,85,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places4 groceries, 23 restaurants, 3 parksTransit1, 101, 12, 130, 150, 19, 27, 45, 49, 90, C, PH","Sep 28, 2023",Listed (Active)San Francisco MLS #423913093,1698000.0,,,,https://www.redfin.com/CA/San-Francisco/1580-Pacific-Ave-94109/unit-K3/home/187742159,,Central,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1580 Pacific Ave Unit L3,San Francisco,CA,94109,1443000,2.0,2.0,San Francisco,994.0,17371.0,,2,1452.0,684.0,Active,,,https://www.redfin.com/CA/San-Francisco/1580-Pacific-Ave-94109/unit-L3/home/187742026,San Francisco MLS,423913089,N,Y,37.7954383,-122.4213345,Central,Wood,,9,4,7,1452.0,1426397.0,10887.0,79,Very bikeable,100,/100Walker's paradise,85,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places4 groceries, 23 restaurants, 3 parksTransit1, 101, 12, 130, 150, 19, 27, 45, 49, 90, C, PH","Sep 28, 2023",Listed (Active)San Francisco MLS #423913089,1443000.0,,,,https://www.redfin.com/CA/San-Francisco/1580-Pacific-Ave-94109/unit-L3/home/187742026,,Central,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,634 Laguna St Unit A,San Francisco,CA,94102,1249000,3.0,2.0,San Francisco,1100.0,1923.0,1991.0,2,1135.0,436.0,Active,September-30-2023 02:00 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/San-Francisco/634-Laguna-St-94102/unit-A/home/12277410,San Francisco MLS,423910173,N,Y,37.777203,-122.4263138,"Floor Furnace, Gas, Natural Gas","Simulated Wood, Tile, Wood",,5,3,NA,1135.0,1251824.0,9267.0,92,Biker's paradise,98,Walker's paradise,97,Rider's paradise,NA,NA,NA,NA,"Places7 groceries, 32 restaurants, 4 parksTransit101, 130, 14, 150, 2, 21, 22, 31, 38, 38R, 397, 49, 5, 5R, 6, 7, 800, 9, 90, 9R, F, J, KBUS, KT, L-OWL, M, N, N-OWL, NBUS, TBUS","Sep 28, 2023",Listed (Active)San Francisco MLS #423910173,1249000.0,"Oct 7, 2011",Pending (Contingent - Show)San Francisco MLS #390088,NA,https://www.redfin.com/CA/San-Francisco/634-Laguna-St-94102/unit-A/home/12277410,,None,,"Sep 27, 2011",Listed (Active)San Francisco MLS #390088,529900.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1580 Pacific Ave Unit B3,San Francisco,CA,94109,898000,1.0,1.0,San Francisco,732.0,17371.0,,2,1227.0,610.0,Active,,,https://www.redfin.com/CA/San-Francisco/1580-Pacific-Ave-94109/unit-B3/home/187741950,San Francisco MLS,423913084,N,Y,37.7954383,-122.4213345,Central,Wood,,9,4,7,1227.0,898375.0,6959.0,79,Very bikeable,100,/100Walker's paradise,85,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places4 groceries, 23 restaurants, 3 parksTransit1, 101, 12, 130, 150, 19, 27, 45, 49, 90, C, PH","Sep 28, 2023",Listed (Active)San Francisco MLS #423913084,898000.0,,,,https://www.redfin.com/CA/San-Francisco/1580-Pacific-Ave-94109/unit-B3/home/187741950,,Central,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),536 - 538 Elizabeth St,San Francisco,CA,94114,1549000,5.0,,San Francisco,1772.0,2848.0,1900.0,2,874.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/536-Elizabeth-St-94114/home/1868168,San Francisco MLS,423912905,N,Y,37.7524157,-122.4328612,,,,7,3,NA,874.0,1559312.0,11090.0,74,Very bikeable,98,Walker's paradise,70,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places7 groceries, 31 restaurants, 2 parksTransit24, 33, 35, 48, 52, J","Sep 28, 2023",Listed (Active)San Francisco MLS #423912905,1549000.0,"Sep 25, 2023",,NA,https://www.redfin.com/CA/San-Francisco/536-Elizabeth-St-94114/home/1868168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,2245 Fulton St,San Francisco,CA,94117,1695000,3.0,1.5,San Francisco,2058.0,3624.0,1911.0,2,824.0,800.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/2245-Fulton-St-94117/home/12353940,San Francisco MLS,423912004,N,Y,37.7745928,-122.4537465,Steam,"Tile, Vinyl, Wood",,9,8,8,824.0,1706501.0,12785.0,73,Very bikeable,91,Walker's paradise,73,Excellent transit,Minimal,NA,Minimal,Minimal,"Places4 groceries, 23 restaurants, 9 parksTransit21, 31, 33, 37, 38, 38R, 43, 5, 5R, 6, 7, N, N-OWL, NBUS","Sep 28, 2023",Listed (Active)San Francisco MLS #423912004,1695000.0,,,,https://www.redfin.com/CA/San-Francisco/2245-Fulton-St-94117/home/12353940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,14 Ardenwood Way,San Francisco,CA,94132,1995000,3.0,4.0,San Francisco,2785.0,3730.0,1933.0,2,716.0,,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/14-Ardenwood-Way-94132/home/666649,San Francisco MLS,423751982,N,Y,37.735599,-122.4728845,"Central, Gas","Carpet, Wood",,8,7,10,716.0,2127474.0,14106.0,65,Bikeable,89,Very walkable,74,Excellent transit,Minimal,Minor,Minimal,Minimal,"Places2 groceries, 19 restaurants, 5 parksTransit122, 18, 23, 28, 29, 48, 57, 58, 91, KBUS, KT, L-OWL, LBUS, M","Sep 28, 2023",Listed (Active)San Francisco MLS #423751982,1995000.0,,,,https://www.redfin.com/CA/San-Francisco/14-Ardenwood-Way-94132/home/666649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,514 Wisconsin St,San Francisco,CA,94107,929000,2.0,2.0,San Francisco,1050.0,79531.0,1978.0,2,885.0,996.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/514-Wisconsin-St-94107/home/1074366,San Francisco MLS,423907791,N,Y,37.7604522,-122.3996957,"MultiZone, Radiant Floor",Wood,Cable Available,5,3,NA,885.0,934536.0,7565.0,60,Bikeable,95,Walker's paradise,72,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places5 groceries, 28 restaurants, 7 parksTransit19, 22, 292, 33, 397, 48, 55, 9, 90, 9R, B7, CCA/Adobe, L1, L2, L3, L4, L5, L6, TC, West","Sep 28, 2023",Listed (Active)San Francisco MLS #423907791,929000.0,,,,https://www.redfin.com/CA/San-Francisco/514-Wisconsin-St-94107/home/1074366,,None,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),512 - 520 Grant Ave,San Francisco,CA,94108,5395000,5.0,4.0,San Francisco,7760.0,1873.0,1908.0,2,695.0,,Active,,,https://www.redfin.com/CA/San-Francisco/512-Grant-Ave-94108/home/170220159,San Francisco MLS,423913006,N,Y,37.7917672,-122.4056323,,,,9,6,NA,695.0,,38146.0,63,Bikeable,100,/100Walker's paradise,100,/100Rider's paradise,NA,NA,NA,NA,"Places2 groceries, 35 restaurants, 2 parksTransit1, 114, 12, 132, 15, 154, 172, 2, 30, 38, 38R, 45, 5, 5R, 6, 7, 8, 800, 8AX, 8BX, 9, 91, 9R, Blue-N, Blue-S, C, F, Green-N, Green-S, J, KBUS, KT, L-OWL, M, N, N-OWL, NBUS, PH, PM, Red-N, Red-S, TBUS, Yellow-N, Yellow-S","Sep 28, 2023",Listed (Active)San Francisco MLS #423913006,5395000.0,"Mar 2, 2020",PendingSan Francisco MLS #493399,NA,https://www.redfin.com/CA/San-Francisco/512-Grant-Ave-94108/home/170220159,,,,"Feb 6, 2020",Contingent (Contingent - Show)San Francisco MLS #493399,NA,"Jan 6, 2020",Listed (Active)San Francisco MLS #493399,4300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1201 Sutter St #401,San Francisco,CA,94109,599000,1.0,1.0,San Francisco,,8245.0,2021.0,2,,217.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/1201-Sutter-St-94109/unit-401/home/187738262,San Francisco MLS,423912659,N,Y,37.7876407,-122.4202681,Central,"Tile, Wood",,5,6,NA,,598900.0,4452.0,82,Very bikeable,99,Walker's paradise,85,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places4 groceries, 39 restaurants, 1 parkTransit1, 101, 130, 150, 19, 2, 27, 31, 38, 38R, 49, 90, C","Sep 28, 2023",Listed (Active)San Francisco MLS #423912659,599000.0,,,,https://www.redfin.com/CA/San-Francisco/1201-Sutter-St-94109/unit-401/home/187738262,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),675 - 677 10th Ave,San Francisco,CA,94118,2798436,6.0,,San Francisco,4110.0,4316.0,1923.0,2,681.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/San-Francisco/675-10th-Ave-94118/home/1314697,San Francisco MLS,423912991,N,Y,37.7756151,-122.4685143,"Central, Gas","Tile, Vinyl, Wood",,9,8,NA,681.0,2803599.0,20035.0,97,Biker's paradise,91,Walker's paradise,71,Excellent transit,Minimal,Minor,Minor,Minimal,"Places1 grocery, 31 restaurants, 12 parksTransit1, 21, 28, 31, 33, 38, 38R, 44, 5, 5R, 7, 91","Sep 28, 2023",Listed (Active)San Francisco MLS #423912991,2798436.0,,,,https://www.redfin.com/CA/San-Francisco/675-10th-Ave-94118/home/1314697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,661 Vienna St,San Francisco,CA,94112,950000,4.0,2.0,San Francisco,1725.0,2495.0,1908.0,2,551.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/661-Vienna-St-94112/home/1752558,San Francisco MLS,423912752,N,Y,37.7178419,-122.4321148,,"Laminate, Tile, Wood",,4,3,5,551.0,1172406.0,6717.0,60,Bikeable,81,Very walkable,75,Excellent transit,Minimal,Moderate,Minimal,Minimal,"Places4 groceries, 28 restaurants, 6 parksTransit14, 14R, 29, 43, 49, 52, 54, 8, 8BX, 9, 91, 9R, DCB Shuttle, DCB Shuttle (SamTrans)","Sep 28, 2023",Listed (Active)San Francisco MLS #423912752,950000.0,"Dec 23, 2000",DelistedSan Francisco MLS #83789,NA,https://www.redfin.com/CA/San-Francisco/661-Vienna-St-94112/home/1752558,,,,"Dec 1, 2000",ListedSan Francisco MLS #83789,495000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2338 California St,San Francisco,CA,94115,4545000,4.0,3.5,San Francisco,3090.0,3381.0,1875.0,2,1471.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/2338-California-St-94115/home/568299,San Francisco MLS,423912973,N,Y,37.7892755,-122.4329649,,,,6,6,7,1471.0,4553278.0,32136.0,71,Very bikeable,99,Walker's paradise,79,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places1 grocery, 30 restaurants, 1 parkTransit1, 2, 22, 24, 31, 38, 38R, 45","Sep 28, 2023",Listed (Active)San Francisco MLS #423912973,4545000.0,"Jun 26, 2023",,NA,https://www.redfin.com/CA/San-Francisco/2338-California-St-94115/home/568299,,,,"Jun 26, 2023",,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3301 - 3311 Cesar Chavez St Unit 3303A,San Francisco,CA,94110,850000,2.0,2.0,San Francisco,,6400.0,,2,,565.0,Active,October-1-2023 01:30 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/San-Francisco/3301-Cesar-Chavez-St-94110/unit-A/home/172282204,San Francisco MLS,423912967,N,Y,37.7479855,-122.4161677,Gas,Wood,,3,3,2,,854182.0,6575.0,74,Very bikeable,97,Walker's paradise,85,Excellent transit,Severe,Minimal,Minor,Minimal,"Places9 groceries, 33 restaurants, 2 parksTransit12, 14, 14R, 24, 27, 36, 48, 49, 67, 714, 800, Blue-N, Blue-S, Green-N, Green-S, Red-N, Red-S, Yellow-N, Yellow-S","Sep 28, 2023",Listed (Active)San Francisco MLS #423912967,850000.0,"Jun 9, 2023",,NA,https://www.redfin.com/CA/San-Francisco/3301-Cesar-Chavez-St-94110/unit-A/home/172282204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
