SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,FLOORING_FEATURES,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,url,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,FEES_INCLUDE,HOA_NAME,HOA_FEE_FREQ,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE
MLS Listing,,Single Family Residential,644 Creek Dr,Menlo Park,CA,94025,2895000,3,3.5,MENLO PARK,2230,1850.0,1998,19,1298,,Active,October-1-2023 01:30 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Menlo-Park/644-Creek-Dr-94025/home/1243497,MLSListings,ML81939894,N,Y,37.4465533,-122.1727449,"Assigned Spaces, Attached Garage",1.0,,"Dining Area, Eat in Kitchen",,Hardwood,Central Forced Air,Central Forced Air,Public Utilities,3.0,9,8,6,2.5,1298.0,2913977.0,20469.0,100,/100Biker's paradise,88,Very walkable,56,Good transit,Minimal,Minor,Moderate,Minimal,"Places2 groceries, 30 restaurants, 6 parksTransit21, 22, 280, 281, 286, 296, 397, 80, 81, 82, 83, 84, 88, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M3 Shuttle, M3 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522, U","Sep 11, 2023",Listed (Active)MLSListings #ML81939894,2895000.0,https://www.redfin.com/CA/Menlo-Park/644-Creek-Dr-94025/home/1243497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,224 Haight St,Menlo Park,CA,94025,1650000,2,1.0,MENLO PARK,1020,6500.0,1948,22,1618,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Menlo-Park/224-Haight-St-94025/home/1600686,MLSListings,ML81939862,N,Y,37.4668038,-122.1530775,Off-Street Parking,1.0,"Stall Shower, Tile, Updated Bath(s)","Breakfast Nook, Dining Area",In Garage,"Hardwood, Tile, Other (See Remarks)",,Floor Furnace,Public Utilities,1.0,8,8,6,2.5,1618.0,1655414.0,11667.0,80,Very bikeable,57,Somewhat walkable,37,Some transit,Major,Minimal,Moderate,Minimal,"Places9 groceries, 25 restaurants, 3 parksTransit280, 281, 296, 397, 81, 82, 83, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park)","Sep 8, 2023",Listed (Active)MLSListings #ML81939862,1650000.0,https://www.redfin.com/CA/Menlo-Park/224-Haight-St-94025/home/1600686,"Dec 16, 2019",Pending (Pending (Do Not Show))MLSListings #ML81768495,NA,"Dec 5, 2019",ContingentMLSListings #ML81768495,NA,"Nov 13, 2019",Price ChangedMLSListings #ML81768495,1399000.0,"Sep 13, 2019",Listed (Active)MLSListings #ML81768495,1425000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,310 Terminal Ave,Menlo Park,CA,94025,1188888,4,2.0,MENLO PARK,1335,5000.0,1952,22,891,,Active,,,https://www.redfin.com/CA/Menlo-Park/310-Terminal-Ave-94025/home/1983985,MLSListings,ML81941330,N,Y,37.4784231,-122.1625685,"On Street, Parking Area, Uncovered Parking",,"Shower and Tub, Shower Over Tub, Stall Shower, Tile, Tub in Master Bedroom, Updated Bath(s)",Dining Area,"Electricity Hookup (110V), Electricity Hookup (220V), Inside",Vinyl/Linoleum,,"Gas, Wall Furnace",Public Utilities,,NA,NA,6,2.5,891.0,1210857.0,8406.0,79,Very bikeable,52,Somewhat walkable,33,Some transit,Major,Minor,Moderate,Minimal,"Places8 groceries, 19 restaurants, 8 parksTransit281, 296, 397, 81, 82, 83, 88, M1 Shuttle, M1 Shuttle (City of Menlo Park), M3 Shuttle, M3 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park)","Sep 8, 2023",Listed (Active)MLSListings #ML81941330,1188888.0,https://www.redfin.com/CA/Menlo-Park/310-Terminal-Ave-94025/home/1983985,"Sep 8, 2023",Pending (Pending (Do Not Show))MLSListings #ML81914194,NA,"Sep 8, 2023",Relisted (Active)MLSListings #ML81914194,NA,"Dec 28, 2022",Listing RemovedMLSListings #ML81914194,NA,"Dec 2, 2022",Listed (Active)MLSListings #ML81914194,800000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2060 Gordon Ave,Menlo Park,CA,94025,2998000,3,3.0,MENLO PARK,2770,6000.0,1994,23,1082,,Active,October-1-2023 01:30 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Menlo-Park/2060-Gordon-Ave-94025/home/1584646,MLSListings,ML81941169,N,Y,37.4329603,-122.2021186,Attached Garage,2.0,"Full on Ground Floor, Marble, Primary (Stall Shower(s)), Skylight, Split Bath, 2+ Stall Shower, Updated Bath(s)",Formal Dining Room,"In Utility Room, Inside, Tub/Sink","Carpet, Tile","Ceiling Fan, Central Forced Air",Central Forced Air,Public Utilities,2.0,NA,NA,6,2.5,1082.0,3008361.0,21198.0,72,Very bikeable,65,Somewhat walkable,,,Minimal,Major,Moderate,Minimal,"Places5 groceries, 20 restaurants, 7 parksTransit286, 80, 82, 83, 84, 87, Bus Bridge, ECR, M1 Shuttle, M1 Shuttle (City of Menlo Park)","Sep 7, 2023",Listed (Active)MLSListings #ML81941169,2998000.0,https://www.redfin.com/CA/Menlo-Park/2060-Gordon-Ave-94025/home/1584646,"Oct 24, 2003",Listing RemovedMLSListings #ML80356207,NA,"Oct 6, 2003",ListedMLSListings #ML80356207,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1100 Sharon Park Dr #32,Menlo Park,CA,94025,1375000,3,2.0,MENLO PARK,1470,,1965,23,935,582.0,Active,October-1-2023 01:30 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Menlo-Park/1100-Sharon-Park-Dr-94025/unit-32/home/2010218,MLSListings,ML81941156,N,Y,37.4247727,-122.2181447,"Assigned Spaces, Guest/Visitor Parking, Underground Parking",2.0,"Primary (Stall Shower(s)), Shower Over Tub, Stall Shower, Tile, Updated Bath(s)","Dining ""L"", Dining Area in Living Room",Community Facility,"Carpet, Tile, Vinyl/Linoleum",Central Forced Air,Central Forced Air (Gas),"Individual Electric Meters, Individual Gas Meters, Public Utilities",1.0,NA,NA,6,2.5,935.0,1366149.0,10304.0,43,Somewhat bikeable,10,Car-dependent,13,Minimal transit,Minimal,Moderate,Moderate,Minimal,"Places3 groceries, 20 restaurants, 6 parksTransit275, 278, 286, 72, 79, 80, 82, 83, 84, 85, 87, M1 Shuttle, M1 Shuttle (City of Menlo Park)","Sep 7, 2023",Listed (Active)MLSListings #ML81941156,1375000.0,https://www.redfin.com/CA/Menlo-Park/1100-Sharon-Park-Dr-94025/unit-32/home/2010218,"Jul 22, 2021",Pending (Pending (Do Not Show))MLSListings #ML81824304,NA,"Dec 31, 2020",Listed (Active)MLSListings #ML81824304,1499000.0,,,,,,,"Common Area Electricity, Common Area Gas, Exterior Painting, Garbage, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Pools, Spa, or Tennis, Reserves, Roof",Country Club Fairways HOA,Monthly,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),624 University Dr,Menlo Park,CA,94025,2850000,4,4.0,MENLO PARK,2700,8712.0,1948,24,1056,,Active,,,https://www.redfin.com/CA/Menlo-Park/624-University-Dr-94025/home/1634217,MLSListings,ML81940907,N,Y,37.4471323,-122.1816594,"Assigned Spaces, Carport, Tandem Parking",,,,,,Window/Wall Unit,Wall Furnace,"Individual Electric Meters, Individual Gas Meters",2.0,8,8,6,2.5,1056.0,2767309.0,20151.0,87,Very bikeable,85,Very walkable,47,Some transit,Moderate,Minimal,Moderate,Minimal,"Places7 groceries, 20 restaurants, 3 parksTransit21, 280, 281, 286, 296, 80, 82, 83, 84, 88, Bus Bridge, ECR, L1, L2, L3, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M3 Shuttle, M3 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park)","Sep 6, 2023",Listed (Active)MLSListings #ML81940907,2850000.0,https://www.redfin.com/CA/Menlo-Park/624-University-Dr-94025/home/1634217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),632 University Dr,Menlo Park,CA,94025,2850000,4,4.0,MENLO PARK,2700,8712.0,1948,24,1056,,Active,,,https://www.redfin.com/CA/Menlo-Park/632-University-Dr-94025/home/1445648,MLSListings,ML81940902,N,Y,37.4473607,-122.1817224,"Assigned Spaces, Carport, Tandem Parking",,,,,,,Wall Furnace,"Individual Electric Meters, Individual Gas Meters",2.0,8,8,6,2.5,1056.0,2774238.0,20151.0,87,Very bikeable,85,Very walkable,47,Some transit,Moderate,Minimal,Moderate,Minimal,"Places7 groceries, 20 restaurants, 3 parksTransit21, 280, 281, 286, 296, 80, 82, 83, 84, 88, Bus Bridge, ECR, L1, L2, L3, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M3 Shuttle, M3 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park)","Sep 6, 2023",Listed (Active)MLSListings #ML81940902,2850000.0,https://www.redfin.com/CA/Menlo-Park/632-University-Dr-94025/home/1445648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,2140 Santa Cruz Ave Unit A302,Menlo Park,CA,94025,1149000,2,2.0,MENLO PARK,1000,,1978,25,1149,865.0,Active,,,https://www.redfin.com/CA/Menlo-Park/2140-Santa-Cruz-Ave-94025/unit-A302/home/1103312,MLSListings,ML81940824,N,Y,37.426111,-122.1940271,Assigned Spaces,1.0,,Dining Area,Washer/Dryer,Hardwood,"Ceiling Fan, Window/Wall Unit",Central Forced Air,"Individual Gas Meters, Public Utilities",1.0,NA,NA,6,2.5,1149.0,1130217.0,8989.0,91,Biker's paradise,46,Car-dependent,19,Minimal transit,Minimal,Major,Moderate,Minimal,"Places3 groceries, 20 restaurants, 8 parksTransit21, 280, 281, 286, 80, 82, 83, 84, 87, M1 Shuttle, M1 Shuttle (City of Menlo Park), U","Sep 5, 2023",Listed (Active)MLSListings #ML81940824,1149000.0,https://www.redfin.com/CA/Menlo-Park/2140-Santa-Cruz-Ave-94025/unit-A302/home/1103312,"Aug 11, 2021",Pending (Pending (Do Not Show))MLSListings #ML81855293,NA,"Aug 7, 2021",ContingentMLSListings #ML81855293,NA,"Jul 29, 2021",Listed (Active)MLSListings #ML81855293,995000.0,,,,"Basic Telephone, Cable/Dish, Common Area Electricity, Exterior Painting, Garbage, Insurance, Landscaping/Gardening, Maintenance (Common Area), Pools, Spa, or Tennis, Recreation Facility, Sewer, Water/Sewer",Menlo Commons,Monthly,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,49 Lorelei Ln,Menlo Park,CA,94025,1950000,3,2.0,MENLO PARK,1370,5000.0,1956,25,1423,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Menlo-Park/49-Lorelei-Ln-94025/home/1816490,MLSListings,ML81940755,N,Y,37.4779301,-122.1833409,Attached Garage,2.0,,Dining Area in Family Room,,,Other (See Remarks),Forced Air,Public Utilities,1.0,8,8,6,2.0,1423.0,1997583.0,13788.0,53,Bikeable,52,Somewhat walkable,26,Some transit,Minimal,Minor,Moderate,Minimal,"Places3 groceries, 10 restaurants, 10 parksTransit270, 281, 286, 296, 397, 79, 81, 82, 83, 84, 88, ECR, M1 Shuttle, M1 Shuttle (City of Menlo Park), M3 Shuttle, M3 Shuttle (City of Menlo Park), MPT Shuttle","Sep 27, 2023",Price ChangedMLSListings #ML81940755,1950000.0,https://www.redfin.com/CA/Menlo-Park/49-Lorelei-Ln-94025/home/1816490,"Sep 19, 2023",Price ChangedMLSListings #ML81940755,2098000.0,"Sep 5, 2023",Listed (Active)MLSListings #ML81940755,2185000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2315 Crest Ln,Menlo Park,CA,94025,9288000,7,7.5,MENLO PARK,5819,13018.0,2018,25,1596,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Menlo-Park/2315-Crest-Ln-94025/home/1984583,MLSListings,ML81940689,N,Y,37.4260718,-122.2058649,Attached Garage,2.0,"Double Sinks, Half on Ground Floor, Primary - Oversized Tub, Primary (Stall Shower(s)), Shower Over Tub, 2+ Stall Shower","Breakfast Bar, Breakfast Nook, Eat in Kitchen, Formal Dining Room","In Utility Room, Other (See Remarks)","Hardwood, Tile","Central Forced Air, Multi-Zone","Central Forced Air (Gas), Heating (2+ Zones)",Public Utilities,3.0,NA,NA,6,2.5,1596.0,9081164.0,65672.0,56,Bikeable,53,Somewhat walkable,18,Minimal transit,Minimal,Major,Moderate,Minimal,"Places4 groceries, 21 restaurants, 8 parksTransit275, 278, 286, 72, 80, 82, 83, 84, 87, M1 Shuttle, M1 Shuttle (City of Menlo Park), U","Sep 5, 2023",Listed (Active)MLSListings #ML81940689,9288000.0,https://www.redfin.com/CA/Menlo-Park/2315-Crest-Ln-94025/home/1984583,"Jul 23, 2018",Pending (Pending (Do Not Show))MLSListings #ML81704257,NA,"Jun 18, 2018",ContingentMLSListings #ML81704257,NA,"May 7, 2018",Listed (Active)MLSListings #ML81704257,7995000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,975 Florence Ln #1,Menlo Park,CA,94025,1695000,2,2.5,MENLO PARK,1248,,2021,29,1358,450.0,Active,October-1-2023 01:30 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Menlo-Park/975-Florence-Ln-94025/unit-1/home/1232958,MLSListings,ML81940533,N,Y,37.4462279,-122.1832888,Assigned Spaces,2.0,,Dining Area,,,Other (See Remarks),Central Forced Air (Gas),Public Utilities,2.0,9,8,6,2.5,1358.0,1695485.0,12435.0,86,Very bikeable,83,Very walkable,38,Some transit,NA,NA,NA,NA,"Places7 groceries, 18 restaurants, 3 parksTransit21, 280, 281, 286, 296, 80, 82, 83, 84, 88, Bus Bridge, ECR, L1, L2, L3, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M3 Shuttle, M3 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park)","Sep 1, 2023",Listed (Active)MLSListings #ML81940533,1695000.0,https://www.redfin.com/CA/Menlo-Park/975-Florence-Ln-94025/unit-1/home/1232958,,,,,,,,,,,,,"Common Area Electricity, Common Area Gas, Insurance, Landscaping/Gardening, Sewer",Florence Lane Condominiums,Monthly,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,323 6th Ave,Menlo Park,CA,94025,1050000,3,2.5,MENLO PARK,1583,624.0,2009,32,663,450.0,Active,,,https://www.redfin.com/CA/Menlo-Park/323-6th-Ave-94025/home/21967919,MLSListings,ML81940172,N,Y,37.4707865,-122.2043871,Attached Garage,2.0,"Primary (Stall Shower(s)), Shower and Tub, Tile",Dining Area,"Inside, Washer/Dryer","Carpet, Hardwood, Tile",,Central Forced Air (Gas),Public Utilities,3.0,NA,NA,6,2.5,663.0,1070099.0,7874.0,77,Very bikeable,84,Very walkable,,,NA,NA,NA,NA,"Places3 groceries, 31 restaurants, 1 parkTransit270, 275, 278, 296, 397, 72, 79, 82, 83, 84, 88, ECR, M1 Shuttle, M1 Shuttle (City of Menlo Park), M3 Shuttle, M3 Shuttle (City of Menlo Park), MPT Shuttle","Sep 27, 2023",Price ChangedMLSListings #ML81940172,1050000.0,https://www.redfin.com/CA/Menlo-Park/323-6th-Ave-94025/home/21967919,"Aug 29, 2023",Listed (Active)MLSListings #ML81940172,1099000.0,,,,,,,,,,"Exterior Painting, Fencing, Insurance (Common Area), Maintenance (Exterior), Reserves, Roof",The Townhomes at Sixth Ave HOA,Monthly,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,300 Ringwood Ave,Menlo Park,CA,94025,3980000,4,3.0,MENLO PARK,2400,13000.0,1940,33,1658,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Menlo-Park/300-Ringwood-Ave-94025/home/1556438,MLSListings,ML81940045,N,Y,37.4627063,-122.1720109,"Detached, Parking Area",2.0,,Formal Dining Room,Inside,,"Central Forced Air, Multi-Zone",Central Forced Air,Public Utilities,1.0,8,8,6,2.5,1658.0,3981220.0,28141.0,74,Very bikeable,29,Car-dependent,,,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 21 restaurants, 6 parksTransit286, 296, 397, 81, 82, 83, 84, 88, Bus Bridge, ECR, L1, L2, L3, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M3 Shuttle, M3 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park)","Sep 27, 2023",Price ChangedMLSListings #ML81940045,3980000.0,https://www.redfin.com/CA/Menlo-Park/300-Ringwood-Ave-94025/home/1556438,"Aug 28, 2023",Listed (Active)MLSListings #ML81940045,4100000.0,"Mar 12, 2012",Pending (Pending (Do Not Show))MLSListings #ML81207259,NA,"Feb 27, 2012",Listed (Active)MLSListings #ML81207259,1849000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,675 Sharon Park Dr #209,Menlo Park,CA,94025,799000,1,1.0,MENLO PARK,739,,1968,33,1081,457.0,Active,,,https://www.redfin.com/CA/Menlo-Park/675-Sharon-Park-Dr-94025/unit-209/home/983114,MLSListings,ML81939444,N,Y,37.4231612,-122.201082,"Assigned Spaces, Covered Parking, Guest/Visitor Parking",1.0,"Granite, Shower Over Tub, Tile",Dining Area,Community Facility,"Carpet, Laminate, Tile",Central Forced Air,Forced Air,Public Utilities,1.0,NA,NA,6,2.5,1081.0,,6106.0,74,Very bikeable,64,Somewhat walkable,18,Minimal transit,Minimal,Major,Moderate,Minimal,"Places4 groceries, 22 restaurants, 6 parksTransit21, 286, 80, 82, 83, 84, 87, M1 Shuttle, M1 Shuttle (City of Menlo Park), U","Aug 28, 2023",Listed (Active)MLSListings #ML81939444,799000.0,https://www.redfin.com/CA/Menlo-Park/675-Sharon-Park-Dr-94025/unit-209/home/983114,"May 5, 2011",Pending (Pending (Do Not Show))MLSListings #ML81107797,NA,"Apr 18, 2011",Pending (Pending Without Release)MLSListings #ML81107797,NA,"Apr 13, 2011",Price ChangedMLSListings #ML81107797,349000.0,"Mar 8, 2011",Price ChangedMLSListings #ML81107797,395000.0,"Common Area Electricity, Insurance, Landscaping/Gardening, Pools, Spa, or Tennis",Lincoln Green HOA,,"Feb 21, 2011",Listed (Active)MLSListings #ML81107797,425000.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,723 College Ave,Menlo Park,CA,94025,4650000,4,2.5,MENLO PARK,2680,8000.0,1991,34,1735,,Active,,,https://www.redfin.com/CA/Menlo-Park/723-College-Ave-94025/home/2041357,MLSListings,ML81939817,N,Y,37.4479087,-122.177333,Attached Garage,2.0,,Formal Dining Room,Washer/Dryer,,Central Forced Air,Forced Air,Public Utilities,2.0,9,8,6,2.5,1735.0,,32878.0,91,Biker's paradise,85,Very walkable,51,Good transit,Moderate,Minimal,Moderate,Minimal,"Places3 groceries, 20 restaurants, 4 parksTransit21, 22, 280, 281, 286, 296, 397, 80, 81, 82, 83, 84, 88, Bus Bridge, ECR, L1, L2, L3, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M3 Shuttle, M3 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522, U","Sep 27, 2023",Price ChangedMLSListings #ML81939817,4650000.0,https://www.redfin.com/CA/Menlo-Park/723-College-Ave-94025/home/2041357,"Aug 27, 2023",Listed (Active)MLSListings #ML81939817,4750000.0,"Nov 21, 2019",Pending (Pending (Do Not Show))MLSListings #ML81773564,NA,"Oct 24, 2019",Listed (Active)MLSListings #ML81773564,3749000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,840 San Mateo Dr,Menlo Park,CA,94025,5450000,4,3.5,MENLO PARK,3031,10438.0,1951,36,1798,,Active,October-1-2023 01:30 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Menlo-Park/840-San-Mateo-Dr-94025/home/890334,MLSListings,ML81939891,N,Y,37.4425773,-122.1879747,Attached Garage,2.0,"Double Sinks, Full on Ground Floor, Half on Ground Floor, Primary - Oversized Tub, Primary (Stall Shower(s)), Primary (Tub w/ Jets), Steam Shower","Dining Bar, Formal Dining Room","Inside, Washer/Dryer",Hardwood,Central Forced Air,Central Forced Air (Gas),Public Utilities,1.0,9,8,6,2.5,1798.0,5378225.0,38535.0,76,Very bikeable,52,Somewhat walkable,30,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 15 restaurants, 4 parksTransit21, 280, 281, 286, 296, 80, 82, 83, 84, 88, Bus Bridge, ECR, L1, L2, L3, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M3 Shuttle, M3 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park)","Sep 28, 2023",Price ChangedMLSListings #ML81939891,5450000.0,https://www.redfin.com/CA/Menlo-Park/840-San-Mateo-Dr-94025/home/890334,"Aug 25, 2023",Listed (Active)MLSListings #ML81939891,5895000.0,"Jun 11, 2008",Listing RemovedMLSListings #ML80810735,NA,"May 23, 2008",Price ChangedMLSListings #ML80810735,3695000.0,"May 23, 2008",ListedMLSListings #ML80810735,3750000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,101 Garden St,East Palo Alto,CA,94303,1100000,3,1.0,EAST PALO ALTO,1570,5000.0,1963,39,701,,Active,October-1-2023 01:30 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/East-Palo-Alto/101-Garden-St-94303/home/1285998,MLSListings,ML81939497,N,Y,37.4677795,-122.1503667,"No Garage, Parking Area",,Double Sinks,Dining Area,"In Utility Room, Washer/Dryer","Carpet, Laminate, Vinyl/Linoleum",Multi-Zone,"Heat Pump, Heating (2+ Zones)","Public Utilities, Solar Panels - Owned",1.0,NA,2,6,2.5,701.0,1125970.0,7778.0,74,Very bikeable,61,Somewhat walkable,,,Minor,Minimal,Moderate,Minimal,"Places10 groceries, 27 restaurants, 3 parksTransit280, 281, 296, 397, 81, 82, 83, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park)","Sep 8, 2023",Price ChangedMLSListings #ML81939497,1100000.0,https://www.redfin.com/CA/East-Palo-Alto/101-Garden-St-94303/home/1285998,"Aug 22, 2023",Listed (Active)MLSListings #ML81939497,899888.0,"Jul 7, 2023",Listed (Active)Fizber.com #11496702,1298000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,894 Ringwood Ave,Menlo Park,CA,94025,3750000,3,2.0,MENLO PARK,1530,24335.0,1954,40,2451,,Active,,,https://www.redfin.com/CA/Menlo-Park/894-Ringwood-Ave-94025/home/854460,MLSListings,ML81937642,N,Y,37.4696153,-122.1678197,Attached Garage,2.0,"Shower Over Tub, Stall Shower",Dining Area,,"Carpet, Tile",,Other (See Remarks),Public Utilities,1.0,8,8,6,2.5,2451.0,3819374.0,26515.0,67,Bikeable,22,Car-dependent,,,Minimal,Minor,Moderate,Minimal,"Places7 groceries, 15 restaurants, 7 parksTransit281, 286, 296, 397, 81, 82, 83, 84, 88, M1 Shuttle, M1 Shuttle (City of Menlo Park), M3 Shuttle, M3 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park)","Sep 22, 2023",Price ChangedMLSListings #ML81937642,3750000.0,https://www.redfin.com/CA/Menlo-Park/894-Ringwood-Ave-94025/home/854460,"Aug 21, 2023",Listed (Active)MLSListings #ML81937642,3998000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2059 Palo Alto Way,Menlo Park,CA,94025,3788000,4,2.5,MENLO PARK,2513,5650.0,2007,40,1507,,Active,,,https://www.redfin.com/CA/Menlo-Park/2059-Palo-Alto-Way-94025/home/1194856,MLSListings,ML81939271,N,Y,37.4278481,-122.1931886,Attached Garage,2.0,"Half on Ground Floor, Primary - Oversized Tub, Primary (Stall Shower(s)), Shower Over Tub","Breakfast Room, Eat in Kitchen, Formal Dining Room","Dryer, In Utility Room, Inside, Washer","Carpet, Hardwood",Central Forced Air,Central Forced Air,Public Utilities,2.0,NA,NA,6,2.5,1507.0,3708878.0,26784.0,90,Biker's paradise,54,Somewhat walkable,,,Minimal,Moderate,Moderate,Minimal,"Places3 groceries, 20 restaurants, 8 parksTransit21, 280, 281, 286, 80, 82, 83, 84, 87, M1 Shuttle, M1 Shuttle (City of Menlo Park), U","Sep 14, 2023",Price ChangedMLSListings #ML81939271,3788000.0,https://www.redfin.com/CA/Menlo-Park/2059-Palo-Alto-Way-94025/home/1194856,"Aug 21, 2023",Listed (Active)MLSListings #ML81939271,3850000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
