SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,PRICE_PR_SQFT,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,HAS_GARAGE,HEATING_FEATURES,COOLING_FEATURES,BUYER_AGENCY_COMPENSATION,REDFIN_ESTIMATE,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,FLOORING_FEATURES,UTILITIES,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,NUM_STORIES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE
MLS Listing,,Single Family Residential,274 W Eaglewood Ave,Sunnyvale,CA,94085,799000,3.0,1.5,SUNNYVALE,1132.0,5200.0,1952.0,3.0,706.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Sunnyvale/274-W-Eaglewood-Ave-94085/home/685549,MLSListings,ML81943133,N,Y,37.3919006,-122.0273842,3,5,6,706.0,5649.0,80,Very bikeable,72,Very walkable,41,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 26 restaurants, 5 parksTransit20, 200, 21, 53, 55, 56, ACE Gray, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (Bypt-Foak), BusBridge Caltrain (MPK-SCL)), Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Express 121, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 523, School 255, Special Event","Sep 26, 2023",Listed (Active)MLSListings #ML81943133,799000.0,,,,,,,,,,https://www.redfin.com/CA/Sunnyvale/274-W-Eaglewood-Ave-94085/home/685549,1.0,"Gas, Wall Furnace",,2.5,1113944.0,Attached Garage,"Shower Over Tub, Tile",Dining Area,"In Garage, Washer/Dryer","Carpet, Hardwood, Tile, Vinyl/Linoleum",Public Utilities,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1644 Finch Way,Sunnyvale,CA,94087,2098000,3.0,2.0,SUNNYVALE,1525.0,6155.0,1969.0,3.0,1376.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Sunnyvale/1644-Finch-Way-94087/home/886158,MLSListings,ML81943129,N,Y,37.3395387,-122.0225384,9,8,6,1376.0,14834.0,71,Very bikeable,55,Somewhat walkable,36,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 31 restaurants, 4 parksTransit22, 23, 25, 51, 51H, 53, 55, 56, Express 101, Rapid 522, Rapid 523, School 255","Sep 26, 2023",Listed (Active)MLSListings #ML81943129,2098000.0,,,,,,,,,,https://www.redfin.com/CA/Sunnyvale/1644-Finch-Way-94087/home/886158,,Central Forced Air (Gas),,2.5,2211558.0,No Garage,"Primary (Stall Shower(s)), Shower Over Tub","Dining ""L"", Dining Area in Living Room",In Utility Room,"Carpet, Tile, Vinyl/Linoleum",Public Utilities,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1454 Prince Edward Way,Sunnyvale,CA,94087,2749000,4.0,3.0,SUNNYVALE,2195.0,11357.0,1959.0,4.0,1252.0,,Active,September-30-2023 01:30 PM,September-30-2023 05:00 PM,https://www.redfin.com/CA/Sunnyvale/1454-Prince-Edward-Way-94087/home/771837,MLSListings,ML81934895,N,Y,37.3464555,-122.0383078,6,8,8,1252.0,19437.0,69,Bikeable,49,Car-dependent,33,Some transit,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 28 restaurants, 2 parksTransit22, 23, 25, 51, 51H, 53, 55, 56, Rapid 522, Rapid 523, School 255","Sep 25, 2023",Listed (Active)MLSListings #ML81934895,2749000.0,,,,,,,,,,https://www.redfin.com/CA/Sunnyvale/1454-Prince-Edward-Way-94087/home/771837,2.0,"Forced Air, Other (See Remarks)",Other (See Remarks),2.5,,Attached Garage,,"Dining Area in Living Room, Eat in Kitchen","In Garage, Washer/Dryer","Carpet, Hardwood, Tile",Public Utilities,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),750 Calla Dr,Sunnyvale,CA,94086,2250000,8.0,4.0,SUNNYVALE,3328.0,7999.0,1964.0,7.0,676.0,,Active,,,https://www.redfin.com/CA/Sunnyvale/750-Calla-Dr-94086/home/1491153,MLSListings,ML81942220,N,Y,37.3653143,-122.0166516,6,6,8,676.0,15909.0,93,Biker's paradise,75,Very walkable,43,Some transit,Minimal,Minimal,Major,Minimal,"Places5 groceries, 39 restaurants, 1 parkTransit20, 21, 22, 53, 55, 56, ACE Gray, BusBridge Caltrain (MPK-SCL)), Rapid 522, Rapid 523, School 255","Sep 22, 2023",Listed (Active)MLSListings #ML81942220,2250000.0,"Jun 22, 2020",Listed (Active)MLSListings #ML81797752,1928000.0,,,,,,,https://www.redfin.com/CA/Sunnyvale/750-Calla-Dr-94086/home/1491153,,Wall Furnace,Other (See Remarks),2.5,2214896.0,Carport,,,,,Public Utilities,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,921 Noble Fir Trl #11,Sunnyvale,CA,94086,1843758,4.0,3.5,PONDEROSA,2010.0,500.0,2023.0,7.0,917.0,363.0,Active,,,https://www.redfin.com/CA/Sunnyvale/921-Noble-Fir-Trl-94086/unit-11/home/181234702,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039978,N,Y,37.3579164,-122.01606,6,6,8,917.0,13400.0,79,Very bikeable,78,Very walkable,44,Some transit,NA,NA,NA,NA,"Places6 groceries, 31 restaurants, 2 parksTransit20, 21, 22, 53, 55, 56, ACE Gray, L1, L2, L3, L6, Rapid 522, Rapid 523, School 255","Sep 25, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41039978",1843758.0,"Sep 22, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039978",1838000.0,,,,,,,https://www.redfin.com/CA/Sunnyvale/921-Noble-Fir-Trl-94086/unit-11/home/181234702,2.0,Forced Air,Central Air,2.5,1860063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,921 Noble Fir Ter #3,Sunnyvale,CA,94086,1231711,2.0,2.5,PONDEROSA,1216.0,500.0,2023.0,7.0,1013.0,380.0,Active,,,https://www.redfin.com/CA/Sunnyvale/921-Noble-Fir-Trl-94086/unit-3/home/181234694,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039971,N,Y,37.3579164,-122.01606,6,6,8,1013.0,9089.0,79,Very bikeable,78,Very walkable,44,Some transit,NA,NA,NA,NA,"Places6 groceries, 31 restaurants, 2 parksTransit20, 21, 22, 53, 55, 56, ACE Gray, L1, L2, L3, L6, Rapid 522, Rapid 523, School 255","Sep 29, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41039971",1231711.0,"Sep 22, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039971",1220000.0,,,,,,,https://www.redfin.com/CA/Sunnyvale/921-Noble-Fir-Trl-94086/unit-3/home/181234694,2.0,Forced Air,Central Air,2.5,1241146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,973 E Duane Ave,Sunnyvale,CA,94085,1375000,3.0,2.0,SUNNYVALE,1050.0,5454.0,1954.0,7.0,1310.0,,Active,September-30-2023 12:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Sunnyvale/973-E-Duane-Ave-94085/home/1655649,MLSListings,ML81940735,N,Y,37.3887561,-122.0011331,5,5,6,1310.0,9722.0,74,Very bikeable,68,Somewhat walkable,31,Some transit,Minimal,Minimal,Major,Minimal,"Places2 groceries, 34 restaurants, 2 parksTransit20, 200, 55, 56, ACE Gray, ACE Green, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Express 121, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, School 255, Special Event","Sep 22, 2023",Listed (Active)MLSListings #ML81940735,1375000.0,"Jun 8, 2011",Pending (Pending (Do Not Show))MLSListings #ML81123508,NA,"May 26, 2011",Listed (Active)MLSListings #ML81123508,370400.0,,,,https://www.redfin.com/CA/Sunnyvale/973-E-Duane-Ave-94085/home/1655649,,Central Forced Air,Central Forced Air,2.5,1391954.0,Carport,"Shower and Tub, Tile",Dining Area in Living Room,Washer/Dryer,Wood,Public Utilities,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1031 Crestview Dr #114,Mountain View,CA,94040,849888,2.0,2.0,MOUNTAIN VIEW,1140.0,,1969.0,8.0,746.0,611.0,Active,,,https://www.redfin.com/CA/Mountain-View/1031-Crestview-Dr-94040/unit-114/home/1799045,MLSListings,ML81940019,N,Y,37.3737637,-122.0596296,9,7,8,746.0,6620.0,90,Biker's paradise,82,Very walkable,43,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 25 restaurants, 3 parksTransit21, 22, 51, 51H, 53, 55, A - AM, A - PM, Blue Line Special, Blue-Event, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, School 255, Special Event","Sep 24, 2023",Price ChangedMLSListings #ML81940019,849888.0,"Sep 21, 2023",Listed (Active)MLSListings #ML81940019,875999.0,,,,,,,https://www.redfin.com/CA/Mountain-View/1031-Crestview-Dr-94040/unit-114/home/1799045,1.0,Baseboard,"Ceiling Fan, Window/Wall Unit",2.5,842447.0,"Assigned Spaces, Common Parking Area, Electric Gate, Gate/Door Opener, Leased Parking, Off-Street Parking, Underground Parking","Marble, Shower Over Tub, Stall Shower",Dining Area,"Inside, Washer/Dryer",Laminate,Public Utilities,,,,1.0,"Exterior Painting, Fencing, Garbage, Hot Water, Insurance (Common Area), Maintenance (Common Area), Pools, Spa, or Tennis, Recreation Facility, Roof, Water/Sewer",Monthly,Crestview/Mountain View HOA,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,1111 Morse Ave #193,Sunnyvale,CA,94089,219000,2.0,2.0,SUNNYVALE,1464.0,,1973.0,9.0,150.0,,Active,,,https://www.redfin.com/CA/Sunnyvale/1111-Morse-Ave-94089/unit-193/home/40038430,MLSListings,ML81942576,N,Y,37.4036965,-122.0175629,4,5,6,150.0,1548.0,71,Very bikeable,53,Somewhat walkable,43,Some transit,Minimal,Minimal,Major,Minimal,"Places5 groceries, 24 restaurants, 4 parksTransit20, 200, 21, 55, 56, ACE Gray, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Express 121, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 523, School 255, Special Event","Sep 20, 2023",Listed (Active)MLSListings #ML81942576,219000.0,"Oct 5, 2011",Pending (Pending (Do Not Show))MLSListings #ML81131686,NA,"Jul 19, 2011",Listed (Active)MLSListings #ML81131686,49500.0,,,,https://www.redfin.com/CA/Sunnyvale/1111-Morse-Ave-94089/unit-193/home/40038430,,Central Forced Air,,3.0,218005.0,Carport,"Double Sinks, Stall Shower, Sunken/Garden Tub","Dining ""L""",Washer/Dryer,"Laminate, Vinyl/Linoleum",Individual Gas Meters,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1594 Nuthatch Ln,Sunnyvale,CA,94087,1988000,3.0,2.0,SUNNYVALE,1205.0,6627.0,1960.0,9.0,1650.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Sunnyvale/1594-Nuthatch-Ln-94087/home/1064690,MLSListings,ML81942565,N,Y,37.3418389,-122.011263,8,6,8,1650.0,14056.0,71,Very bikeable,54,Somewhat walkable,38,Some transit,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 30 restaurants, 3 parksTransit21, 22, 23, 53, 55, 56, Express 101, Rapid 522, Rapid 523, School 255","Sep 20, 2023",Listed (Active)MLSListings #ML81942565,1988000.0,"Jan 25, 2023",ListedMLSListings #ML81917899,1500000.0,,,,,,,https://www.redfin.com/CA/Sunnyvale/1594-Nuthatch-Ln-94087/home/1064690,2.0,Central Forced Air (Gas),Central Forced Air,2.5,,"Attached Garage, On Street","Granite, Shower Over Tub, Skylight, Stall Shower, Tile","Breakfast Nook, Dining Area, Eat in Kitchen","In Garage, Tub/Sink, Washer/Dryer","Laminate, Vinyl/Linoleum, Other (See Remarks)",Public Utilities,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,1225 Vienna Dr #186,Sunnyvale,CA,94089,299000,3.0,2.0,SUNNYVALE,1562.0,,1999.0,11.0,191.0,,Active,,,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-186/home/1034832,MLSListings,ML81942264,N,Y,37.4021054,-121.9996218,7,6,8,191.0,2114.0,72,Very bikeable,54,Somewhat walkable,45,Some transit,Major,Minimal,Major,Minimal,"Places4 groceries, 26 restaurants, 5 parksTransit200, 55, 56, 57, 59, ACE Gray, ACE Green, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Express 121, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, GreenN, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, School 255, Special Event","Sep 27, 2023",Price ChangedMLSListings #ML81942264,299000.0,"Sep 18, 2023",Listed (Active)MLSListings #ML81942264,325000.0,"Nov 19, 2014",Pending (Pending (Do Not Show))MLSListings #ML81427302,NA,"Oct 10, 2014",Relisted (Active)MLSListings #ML81427302,NA,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-186/home/1034832,,"Central Forced Air, Gas",Central Forced Air,3.0,301468.0,"Carport, Guest/Visitor Parking, Parking Restrictions, Tandem Parking","Shower and Tub, Stall Shower, Tub","Breakfast Nook, Formal Dining Room",Washer/Dryer,"Carpet, Vinyl/Linoleum",Public Utilities,"Oct 8, 2014",Pending (Pending (Do Not Show))MLSListings #ML81427302,NA,1.0,,,,"Sep 23, 2014",Price ChangedMLSListings #ML81427302,228000.0,"Sep 11, 2014",Price ChangedMLSListings #ML81427302,228800.0,"Jul 29, 2014",Listed (Active)MLSListings #ML81427302,232800.0,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,1225 Vienna #632,Sunnyvale,CA,94089,310000,3.0,2.0,SUNNYVALE,1789.0,,2005.0,14.0,173.0,,Active,September-30-2023 11:00 AM,September-30-2023 02:00 PM,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-632/home/584370,MLSListings,ML81942067,N,Y,37.4021054,-121.9996218,7,6,8,173.0,2192.0,72,Very bikeable,54,Somewhat walkable,45,Some transit,Major,Minimal,Major,Minimal,"Places4 groceries, 26 restaurants, 5 parksTransit200, 55, 56, 57, 59, ACE Gray, ACE Green, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Express 121, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, GreenN, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, School 255, Special Event","Sep 15, 2023",Listed (Active)MLSListings #ML81942067,310000.0,"May 20, 2019",Pending (Pending (Do Not Show))MLSListings #ML81738408,NA,"Apr 9, 2019",Price ChangedMLSListings #ML81738408,189000.0,"Feb 9, 2019",Listed (Active)MLSListings #ML81738408,199999.0,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-632/home/584370,,Wall Furnace,Central Forced Air,3.0,309992.0,"Carport, Covered Parking, Guest/Visitor Parking","Bidet, Double Sinks, Stall Shower, Sunken/Garden Tub, Tub, Updated Bath(s)",Dining Area in Family Room,Washer/Dryer,,Public Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,751 Lakewood Dr,Sunnyvale,CA,94089,1500000,3.0,2.0,SUNNYVALE,1388.0,6136.0,1957.0,15.0,1081.0,,Active,September-30-2023 12:00 PM,September-30-2023 02:30 PM,https://www.redfin.com/CA/Sunnyvale/751-Lakewood-Dr-94089/home/1462039,MLSListings,ML81941767,N,Y,37.394354,-122.0037077,4,5,6,1081.0,10606.0,78,Very bikeable,43,Car-dependent,40,Some transit,Minor,Minimal,Major,Minimal,"Places4 groceries, 30 restaurants, 2 parksTransit20, 200, 55, 56, ACE Gray, ACE Green, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Express 121, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, School 255, Special Event","Sep 14, 2023",Listed (Active)MLSListings #ML81941767,1500000.0,"Jan 21, 2009",Listing RemovedMLSListings #ML80837084,NA,"Dec 30, 2008",Price ChangedMLSListings #ML80837084,429900.0,"Dec 29, 2008",RelistedMLSListings #ML80837084,NA,https://www.redfin.com/CA/Sunnyvale/751-Lakewood-Dr-94089/home/1462039,1.0,Central Forced Air,Central Forced Air,2.5,1495968.0,"Attached Garage, Parking Area, Workshop in Garage","Double Sinks, Granite, 2+ Stall Shower, Tile, Updated Bath(s)","Dining Area in Living Room, No Formal Dining Room","In Utility Room, Washer/Dryer","Tile, Wood, Other (See Remarks)",Public Utilities,"Nov 2, 2008",ContingentMLSListings #ML80837084,NA,1.0,,,,"Sep 30, 2008",ListedMLSListings #ML80837084,449900.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1147 Pulora Ct,Sunnyvale,CA,94087,3498000,4.0,2.0,SUNNYVALE,1755.0,6889.0,1958.0,15.0,1993.0,,Active,October-1-2023 01:30 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Sunnyvale/1147-Pulora-Ct-94087/home/1255265,MLSListings,ML81937180,N,Y,37.3569561,-122.043951,9,7,8,1993.0,24733.0,79,Very bikeable,46,Car-dependent,33,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 19 restaurants, 3 parksTransit22, 51, 51H, 53, 55, 56, Rapid 522, Rapid 523, School 255","Sep 14, 2023",Listed (Active)MLSListings #ML81937180,3498000.0,"Aug 24, 2005",Listing RemovedMLSListings #ML80529395,NA,"May 31, 2005",ListedMLSListings #ML80529395,895000.0,,,,https://www.redfin.com/CA/Sunnyvale/1147-Pulora-Ct-94087/home/1255265,2.0,"Gas, Radiant, Radiant Floors",,2.5,3480567.0,"Attached Garage, Electric Car Hookup, Gate/Door Opener, Off-Street Parking, On Street, Parking Area, Room for Oversized Vehicle, Workshop in Garage","Dual Flush Toilet, Primary (Stall Shower(s)), Shower and Tub, Solid Surface, Stall Shower, Tile, Tub, Updated Bath(s), Other (See Remarks)",No Formal Dining Room,"Electricity Hookup (110V), Electricity Hookup (220V), Hookup (Gas Dryer), In Utility Room, Inside",Tile,Public Utilities,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,250 Santa Fe Ter #312,Sunnyvale,CA,94085,859950,2.0,2.0,SUNNYVALE,1061.0,,1995.0,16.0,811.0,568.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Sunnyvale/250-Santa-Fe-Ter-94085/unit-312/home/662323,MLSListings,ML81941794,N,Y,37.3804957,-122.0165326,5,5,6,811.0,6648.0,77,Very bikeable,61,Somewhat walkable,40,Some transit,NA,NA,NA,NA,"Places4 groceries, 22 restaurants, 4 parksTransit20, 21, 53, 55, 56, ACE Gray, BusBridge Caltrain (MPK-SCL)), L1, L2, L3, L4, L5, L6, Rapid 523, School 255","Sep 13, 2023",Listed (Active)MLSListings #ML81941794,859950.0,"Aug 9, 2017",Pending (Pending (Do Not Show))MLSListings #ML81672393,NA,"Aug 1, 2017",Listed (Active)MLSListings #ML81672393,688000.0,,,,https://www.redfin.com/CA/Sunnyvale/250-Santa-Fe-Ter-94085/unit-312/home/662323,1.0,Central Forced Air (Gas),Window/Wall Unit,2.5,863376.0,"Assigned Spaces, Covered Parking, Gate/Door Opener","Double Sinks, 2+ Showers Over Tubs, Tile, Tub in Master Bedroom, 2+ Tubs, Updated Bath(s), Other (See Remarks)","Dining Area, Dining Bar","Inside, Washer/Dryer","Carpet, Tile",Public Utilities,,,,1.0,"Common Area Electricity, Common Area Gas, Decks, Exterior Painting, Fencing, Garbage, Insurance (Common Area), Maintenance (Common Area), Management Fee, Pools, Spa, or Tennis, Reserves, Roof, Sewer",Monthly,Compass Management Group,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,174 Debussy Ter,Sunnyvale,CA,94087,2360000,3.0,2.5,SUNNYVALE,1988.0,3848.0,2000.0,16.0,1187.0,125.0,Active,September-30-2023 01:00 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Sunnyvale/174-Debussy-Ter-94087/home/1107488,MLSListings,ML81941785,N,Y,37.3610088,-122.0301374,5,7,6,1187.0,16812.0,89,Very bikeable,63,Somewhat walkable,46,Some transit,Minor,Minimal,Moderate,Minimal,"Places4 groceries, 34 restaurants, 1 parkTransit20, 21, 22, 53, 55, 56, ACE Gray, BusBridge Caltrain (MPK-SCL)), L1, L2, L3, L4, L5, L6, Rapid 522, Rapid 523, School 255","Sep 13, 2023",Listed (Active)MLSListings #ML81941785,2360000.0,,,,,,,,,,https://www.redfin.com/CA/Sunnyvale/174-Debussy-Ter-94087/home/1107488,2.0,Central Forced Air (Gas),Central Forced Air,2.5,2374590.0,Attached Garage,"Half on Ground Floor, Shower Over Tub, Stall Shower, Tub in Master Bedroom",Dining Area,"Inside, Washer/Dryer","Carpet, Laminate",Public Utilities,,,,2.0,"Common Area Electricity, Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Maintenance (Road)",Monthly,Debussy Terrace,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,513 Sardinia Ter,Sunnyvale,CA,94089,1688000,3.0,3.5,SUNNYVALE,1992.0,1144.0,2020.0,16.0,847.0,287.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Sunnyvale/513-Sardinia-Ter-94089/home/168867953,MLSListings,ML81941780,N,Y,37.3991513,-122.0120702,4,5,6,847.0,12222.0,76,Very bikeable,57,Somewhat walkable,44,Some transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 22 restaurants, 6 parksTransit20, 200, 55, 56, ACE Gray, ACE Red, BB (Oct23), Blue Line Special, Blue-Event, BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (Bypt-Foak), Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Express 121, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 523, School 255, Special Event","Sep 13, 2023",Listed (Active)MLSListings #ML81941780,1688000.0,,,,,,,,,,https://www.redfin.com/CA/Sunnyvale/513-Sardinia-Ter-94089/home/168867953,2.0,Forced Air,Central Forced Air,2.5,1702196.0,"Attached Garage, Common Parking Area","Double Sinks, Shower and Tub",Dining Area in Living Room,"Inside, Washer/Dryer","Carpet, Wood",Public Utilities,,,,,"Insurance (Common Area), Maintenance (Common Area), Maintenance (Exterior), Management Fee, Roof",Monthly,Classics at North Fair Oaks Assoc,,,,,,,,,,,,,,,,,,,,,
